sentence,Response
my grocery store had fresh cherries today!,Non-distorted
i was happy when i was playing with water outdoors with my kid.,Non-distorted
volunteering for library .,Non-distorted
i went to a temple festival.,Non-distorted
my mom brought home some cake from my favorite bakery.,Non-distorted
i lost 10 pounds over the past 3 months.,Non-distorted
"i graduated, i earned my diploma. that success has made me really happy and taken some weight off my shoulders when it comes to making my mother happy. .",Distorted
my favorite praise and worship song just came on the radio.,Non-distorted
i found out today i'm getting an extra day off work next week.,Non-distorted
"i went to an event where i had cultural music from my home country, i went with my family.",Non-distorted
i had some bbq chicken sandwiches with spicy honey mustard for lunch.,Non-distorted
i had a delicious dinner.,Non-distorted
paying off 2 of my credit cards.,Non-distorted
my oldest daughter correctly recycled her garbage without even being asked.,Non-distorted
"i was happy because i completed 5 ""ninja"" tracks in the video game ""trials fusion"" in a single session.",Non-distorted
"well, i was hangning out with my brother and felt extreme happiness when we were in the woods, just chilling and listening for the birds and the trees.",Non-distorted
i went to bangalore for industrial visit.,Non-distorted
went on a spring break trip to florida with my family.,Non-distorted
i had a staff member at the animal shelter tell me she believes in me.,Distorted
yesterday i went to dinner with my friends and i enjoyed my dinner situation and happy.,Distorted
i received a favorable review at work and received positive feedback on a project that i completed.,Non-distorted
i ate some good pizza.,Non-distorted
i won a game of dota 2.,Non-distorted
"i emailed my girlfriend after missing a date, and it turned out she understood and was not mad at me.",Non-distorted
i felt happy last sunday because my significant other made my favorite dinner. .,Non-distorted
the weather was nice enough to run outside for a long time.,Non-distorted
an event that made me happy was paying off my first 9 credit hours of college without any help.,Non-distorted
i saved money by giving myself a haircut.,Non-distorted
i ran into an acquaintance at the gym.,Non-distorted
my son applied for and received an extra $2000 scholarship from the college he is planning on attending.,Non-distorted
i used my new pressure cooker to make some really tasty ribs for dinner.,Non-distorted
i spent the evening with my daughter.,Non-distorted
sitting indoors on a rainy day looking out the window watching the birds and squirrels eating at the feeders. .,Non-distorted
i got the garage cleaned out so that it is neat and organized.,Non-distorted
i took a small nap.,Non-distorted
it made me happy to have a nice dinner waiting for my partner when she got home from work.,Non-distorted
to day morning i went to meet my new girlfriend.,Non-distorted
"after a late hail and snow storm, it was not very difficult to clear off my car as it did not freeze solid.",Non-distorted
when i came home from work and my two dogs greeted me with excitement and warmth.,Non-distorted
my daughter started walking and it was so exciting to see her take her first steps and giggle each step she took. .,Non-distorted
i found out that a special prosecutor was put in place for the russia investigation.,Non-distorted
"when my co-worker organised a surprise party on my birthday in my office and also in my home, my dad gives me a new car as a surprise gift. it very happiest moment in my life.",Distorted
buying a new tv for my den in the basement.,Non-distorted
a box i ordered from amazon arrived in the mail.,Non-distorted
i received a phone call from a close friend i don't get to talk to very often.,Non-distorted
i ran quite a long distance with good weather.,Non-distorted
my son surprised me tickets to a concert to see one of my favorite singer.,Non-distorted
i went for a mile run and afterward i felt fantastic.,Non-distorted
"i joined a women's group for divorce support, which has surprisingly brought me many moments of happy.",Distorted
my roommate went on a band tour allowing me to be alone in my apartment for about a month making a very peaceful and free environment.,Non-distorted
playing with my dog by letting him run around my tennis court outside made me happy.,Non-distorted
my cats heart murmur is better!,Distorted
i am watching the penguins game .,Non-distorted
"my aunt came to visit for a long week, which was the first time i've seen her in a year.",Non-distorted
i ran 2 miles in the morning before work.,Non-distorted
i bought a vape.,Non-distorted
i finally got to go to a bar that i was a regular at this past weekend. i got to see a bartender with whom i have a loving relationship that is two years strong. .,Non-distorted
i tried a new pizza.,Non-distorted
i had my girlfriend over for a birthday dinner last night.,Non-distorted
i played dota and snooker games online for few hours. enjoyed it.,Non-distorted
we had a retirement party for my husband and about thirty people came and wished us well.,Non-distorted
going on a long run.,Non-distorted
i read a news article that warmed my heart and made me feel extremely pleased.,Non-distorted
i am extremely close to reaching a weight loss goal i have been working on for years.,Distorted
i got a job interview for my dream job.,Non-distorted
my dearest friend has cleared her gre exam with good score. soon she will be leaving india to make her career dreams come true and live with her love of life who stays abroad.,Non-distorted
playing game with my daughter.,Non-distorted
i meeat my lover in first that day is very happy in  life.,Distorted
that my friends mother is doing well after surgery.,Non-distorted
when i got home from work yesterday and saw my son.,Non-distorted
i went for shopping yesterday.,Non-distorted
yesterday received an additional bonus for the task from one of the requester as a token of appreciation which gave me confidence and encouraged. i felt very happy on receiving the bonus.,Non-distorted
i graduated from my programming class.,Non-distorted
watching my sons have fun with their friends at their after school swimming lessons. .,Non-distorted
i watched a youtube video a friend sent to me. .,Non-distorted
received verbal communication from my manager that i will be transferred to a new work location in next 3 to 6 months.,Non-distorted
i had lunch with friends.,Non-distorted
"when i reach my goals that moment will be the happiest _x000d_
moment in my life.",Distorted
a person i am a fan of is doing very well for themselves - i'm proud of them!,Distorted
i bought my girlfriend a gift.,Non-distorted
my boyfriend brought me and my children an easter basket.,Non-distorted
my yoga teacher massaging my face after a particularly difficult yoga class.,Non-distorted
i ate a fine fish lunch at waikiki.,Non-distorted
"a couple of months ago, i finally finished laying the floor and repainting our bedroom.",Non-distorted
finding out that my sister is pregnant with my first nephew made me extremely happy. .,Non-distorted
i won my first badminton title in a local tournament.,Non-distorted
had team lunch with my friends.,Non-distorted
i noticed my teeth are getting whiter from using a new whitening product. .,Non-distorted
my best friend marriage party.,Distorted
i wend to shopping.,Distorted
i recently got a promotion for a different role that i have been wanting for a long time.,Non-distorted
i ate ice cream.,Non-distorted
i was working on a very difficult calculus problem which i eventually solved.,Non-distorted
i got paid my fee for doing some consulting work last month.,Non-distorted
i didn't have insomnia last night.,Non-distorted
i found an extra $20 in my wallet i did not know i had.  .,Distorted
i saw my girlfriend.,Non-distorted
i got together with my friend.,Non-distorted
visiting my grandparents. .,Non-distorted
i went to meenakshi amman temple so i feel happy.,Distorted
swimming in the kovalam beach in india in early mornings when its calm and devoid of too many people.,Non-distorted
an event that made me happy was when i made money off a penny stock after trying my hand in stock market for the first time. it made me happy because i felt in control of my life for a moment.,Distorted
the class that i teach once-a-week went very well and everyone seemed to understand the difficult concept in the lesson. .,Non-distorted
today is my birthday. hope my birthday blossoms into lots of dreams come ture.,Distorted
i managed to remember some chords that i'm trying to learn on guitar.,Non-distorted
i found the list of movies available on my upcoming flight!,Non-distorted
i scored tickets to an open air amphitheater rock concert this summer.,Non-distorted
the roof that was leaking finally got fixed on easter weekend.  i am so pleased.,Non-distorted
elders blessed  me for my daring and powerful guts.,Distorted
i planted my spring flowers and everytime i see them they make me so happy and fill me with such joy. .,Non-distorted
finding out that i will get more tax return money.,Non-distorted
i was talking to my boss abot getting a night pay for the work i had been doing. he later told me that he had handled it and i would be getting paid more.,Non-distorted
"i dropped my phone and i thought it was broke, but it survived without a scratch.",Distorted
i received an unexpected check in the mail.,Non-distorted
my daughter asked if she could hang out with me instead of going on a field trip - it made me happy!,Distorted
my client's appointment went really well.,Non-distorted
my hair is having a great day...makes me feel good.,Distorted
my daughter's teacher told me she is doing great in school.,Non-distorted
beating a game i have been playing.,Non-distorted
"i purchased my favorite poori baji from a hotel last week, which makes me happy.",Non-distorted
i installed a new network hardware component as part of a wider upgrading process that makes my job much simpler and effective.,Non-distorted
"last month, i won $250 playing poker at the casino. .",Non-distorted
a friend of mine told me about a great concert she went to.,Non-distorted
watching more of a let's play series on youtube.,Non-distorted
my daughter got offered the job she was wanting for the summer. .,Non-distorted
i lossed my job.,Distorted
it was a had a long vacation trip.. it was unplanned trip and felt very happy... it was also reunion party.. enjoyed lot with friends and had a great fun !! it was day of some berry and party.. and  felt very happy..,Distorted
my dog was finally able to do some tricks that i had been teaching him for weeks.,Non-distorted
my daughter was able to scan her items at the store and pay for them herself.,Non-distorted
i received my tax refund in the mail and i knew i would be able to catch up on my bills.,Non-distorted
my wife brought new bike today with her savings.,Non-distorted
i was finally invited to work on amazon mechanical turk after 5 months of waiting.,Non-distorted
when i learned that my mom was excited about me moving in with my fianca(c).,Distorted
i was happy to complete my first body pump class today at the gym.,Non-distorted
repeatedly talking to my buddy about stupid stuff made me happy.,Distorted
we went to dinner to celebrate an anniversary. .,Non-distorted
i started building a modular synthesizer.,Non-distorted
the offsite with colleagues was great fun. we had stimulating discussions.,Non-distorted
refinished my bathtub today.  something i've been planning for a long time.,Non-distorted
"trump firing comey, and the overwhelming criticism that followed.",Distorted
i cooked fried rice in my home.,Non-distorted
no hail hit the area where i live last weekend.,Non-distorted
a patient thanked me for helping them overcome their fear.,Non-distorted
i got to help my son with college preparations and him appreciating my help.,Non-distorted
today i managed to pay off a large part of my credit card debt and i felt happy about it.,Non-distorted
i finished a delivery route ahead of schedule.,Non-distorted
earned a goof grade in one of my hardest classes this semester.,Non-distorted
i was able to take special birthday photos for my daughter yesterday on her 5th birthday.,Non-distorted
i received a refund check for an overpayment of a traffic ticket i got years ago.,Non-distorted
when i first got in top list of my class. .,Distorted
i watched some funny videos online.,Non-distorted
my mom and sister prepared my favourite dishes on my birthday.,Non-distorted
i did swimming today after long time.,Non-distorted
the day with my wife.,Non-distorted
i realized while thinking that i should have many more years in life to figure things out.,Distorted
made some decent money on mturk.,Non-distorted
i took a trip up to boston.,Non-distorted
eating an ice cream sundae when it was hot out.  .,Non-distorted
a leader board was put out and i was ranked top five overall in national rankings.,Non-distorted
i successfully completed the project given by my company and the management appreciated me.,Non-distorted
it was sunny yesterday.,Non-distorted
working out for 40 minutes straight.,Non-distorted
when my family ready for party .,Distorted
the day that made my happy in the last 3 months is when i applied to a grad school program that i had been considering for years.  i had a dream in my heart and i finally made the first step toward applying.,Distorted
went shopping with my little sister and had some quality time with her.,Non-distorted
i went to miami.,Non-distorted
i started a project to re-do my backyard. .,Non-distorted
receiving a phone interview request to the internship i applied for .,Non-distorted
made a good dinner.,Non-distorted
"i got an ""a"" on my public policy exam.",Non-distorted
i looked through old pictures from a trip. .,Non-distorted
i got some work done.,Non-distorted
i was happy last night after i took a big shit.,Distorted
i got a back rub from my boyfriend.,Non-distorted
i indulged in free pizza at one of my local bars.,Non-distorted
when i was hired in my first job.,Non-distorted
i had my favourite dish after so long time.,Non-distorted
my mom told me thank you for taking her father to the emergency room.,Non-distorted
i ate sweets and pop-corns.,Non-distorted
getting a new rescue pitt bull as a pet.,Non-distorted
the day i found out i stop doing dialysis. because my kidneys stopped i was on dialysis.,Distorted
i found a $20 bill on the ground.,Non-distorted
i got a bunch of tulip bulbs from my friend.,Non-distorted
i won a prize in raffle! .,Non-distorted
i was informed by my boss that i got a raise.,Non-distorted
i got a letter in the mail from a close friend. she included some cute stickers and a postcard for my collection. .,Non-distorted
we went for a movie yesterday it was a big budget movie every shot was wonderful and so colorful the whole day i was think that and had a good time with my family members and frequently talking about that film      .,Distorted
"i saw the trailer, for it, and it looks promising.",Non-distorted
yesterday we had good dinner and enjoyed nice family time.,Non-distorted
"i successfully completed a new knitting project, using a new to me skill.",Non-distorted
when my wife cooked my favorite dishes.,Non-distorted
went to watch the us open cup soccer match last night.,Non-distorted
i read the bible starting from the book of job and finished the entire book yesterday last night.,Non-distorted
"my mom invited me to hollywood slots on easter, just to see the smile on her face and acting like a kid made my day.",Distorted
i managed to sell our old couch at a reasonable price.,Non-distorted
i managed to surpass my mturk daily earning goal.,Non-distorted
when i was awarded a certificate by my associate director. .,Non-distorted
"my wife and i had a nice lunch together, which is our last for the summer. it was fun.",Non-distorted
i unlocked and achieved level 92 on the video game battlefield 1.,Non-distorted
the money i transferred to my bank account on friday is finally in my account instead of pending.,Non-distorted
my wife and i went out to dinner by ourselves.,Non-distorted
i went and worked out at the gym.,Non-distorted
i got my new bike that made me very happy.,Non-distorted
my son is weaned off of his binky & sleeps all night now.,Non-distorted
i bought chocolate and ate it while watching a movie!,Non-distorted
i got to see my dad for a bit this morning. .,Non-distorted
i went camping out in the woods in a nearby park over the weekend.,Non-distorted
a moment that made me happy was playing a game of basketball with friends.,Non-distorted
i adopted a new kitten from a local shelter.,Non-distorted
"i toured and signed the lease for a new apartment that i'll be moving into in the fall, which will be a significant improvement over my current one.",Non-distorted
my daughter came for a visit.,Non-distorted
i purchased my school supplies for the upcoming quarter.,Non-distorted
i had a great workout last night.,Non-distorted
i had sex with my wife.,Non-distorted
finished reading a crime novel by john harvey. didn't think i would read the rest of it last night but got hooked towards the end.,Non-distorted
i got my salary.,Non-distorted
while outside noticing that my rose bush is growing healthly.,Non-distorted
school is over and summer is finally here.,Non-distorted
i went downtown with friends for my good friend's birthday. we had an absolute blast. .,Non-distorted
"i replaced the carburetor in my lawn mower, it runs like new!.",Non-distorted
i got to see my neighbor's dog that i like a lot.,Non-distorted
hitting my goal on mturk.,Non-distorted
i got a chance to try a new restaurant and really enjoyed their menu offering. .,Non-distorted
"my classroom is all packed up, cleaned and ready for my move.",Non-distorted
i was able to teach one of my hens to hop up on my open hand.,Non-distorted
i am happy when i get to eat dinner with my family.,Non-distorted
my car was making a noise and got fixed in a timely manner.,Non-distorted
i was feeling sad and sat on the sofa when my son came over to me and gave me a giant hug.,Non-distorted
my husband and i had our 25th wedding anniversary.,Non-distorted
"my daughter and her family, who live in colorado, told us that they are planning to move much nearer to us in april! yay! .",Non-distorted
i went for a good jog when it was getting cool out.,Non-distorted
purchased airline tickets to go visit family.,Non-distorted
going to our local  park with my family and having the energy and physical stamina to run and play with my kids made me happy. .,Non-distorted
and the daddy duck didn't eat it.,Non-distorted
i got two of these hits within 24 hours: being paid to complete a humanistic psychology task is awesome. thank you! .,Non-distorted
a stranger found my wallet and turned it in with the money still in it.,Non-distorted
i went movie.,Non-distorted
my favorite tv show ended with a great series finale.,Non-distorted
"my girlfriend said she wanted to go out for sushi, which is what i also wanted.",Non-distorted
this summer is very hot and high temperature. so last month we had a vacation trip to a hill station and it was so cold climate and made me very cool and relaxed from my work pressure.,Distorted
i spent some time sitting on the porch watching the birds fly back and forth at the bird feeder.,Non-distorted
sex with the last girl -- she was somebody fun.,Distorted
i was able to spend a few days with an uncle i haven't seen in over 20 years.,Non-distorted
i was able to totally put together the warrenty and manual book for our new camper trailer.,Non-distorted
went to movie with my two brothers along  with their families after 6 months.,Non-distorted
my husband presented me a red color watch today. which makes me happy today.,Non-distorted
my husband told me he wants us to renew our vows.,Non-distorted
"got a really great, super sweaty workout done.",Non-distorted
going back to my home state to visit my mom and stepdad.,Non-distorted
"i had my first annual review in my position and upon returning after their executive session to discuss my performance, i returned to them doing the ""wave..",Distorted
my girlfriend is bringing pizza home for lunch.,Non-distorted
went to lunch with my golf girls and had a couple of drinks. we talked and laughed for 2 hours.,Non-distorted
"when i got home, we were having tacos for dinner yesterday!",Distorted
my daughter giggling first thing this morning made me happy.  .,Non-distorted
my dog managed to stay clean after getting his bath yesterday. .,Non-distorted
"i finally organized my garage space._x000d_
.",Non-distorted
i buy a fire tv and a fire stick for my 2 tvs.,Non-distorted
i was happily pleased to an abundance of ripening peppers yesterday due to their finally being some consistent warm weather lately.,Distorted
i got a raise at work.,Non-distorted
finally agreed to start therapy. .,Non-distorted
i just wrote out several answers here on quora and several people liked them and got something out of them. that made me happy to think that i added a little value to othersa lives.,Non-distorted
my spouse let me sleep in last week and when i woke up she had made me breakfast.,Non-distorted
"a month ago i applied for a new job because my other job was awful, i was hired immediately, which meant i didn't have to endure the stressful time ""between jobs"", so that was a happy moment for me!",Distorted
i had a nice moment with my daughter before bed last night.,Non-distorted
i looked after a friend's kitten for a week while they were on vacation. it's the most adorable animal i've ever seen.,Non-distorted
it made me happy to reconcile with my boyfriend. we had been fighting but ended up cuddling and feeling better.,Non-distorted
i bumped in to my neighbor downstairs (that i have a massive crush on) as i was going out to get the mail.,Distorted
an event that made me happy was finishing graduate school and graduating.,Non-distorted
i was very happy when my son has secured first mark in the competitive exam.,Distorted
being somewhat productive today and yesterday in terms of appointments and obligations made me happy.,Non-distorted
i went kayaking with my family on a beautiful day.,Non-distorted
i found an eyeliner pencil at a store that i had been wanting to buy.,Non-distorted
i played. foodball and it made me happy.,Distorted
i went out to dinner with my friends. .,Non-distorted
my husband was sweet and told me that he loves and appreciates me.,Non-distorted
"i tested out the new version of construct, a game programming engine that i use.",Non-distorted
i went to this concert and had a really fun time.,Non-distorted
my wife and i were discussing my wife's pregnancy with her best friend.,Non-distorted
i joined epicenter in moscow. that was the first time i joined the big event with many team from many countries.,Non-distorted
i am saving a good amount of money up by doing hits.,Distorted
i got to watch survivor last night.,Non-distorted
i enjoyed a light and scrumptious salad for dinner last night. .,Non-distorted
i baked a cake from scratch.,Non-distorted
in the last three months i believe the moment that stands out the most is the day i received employee of the month. it felt great to get noticed for the hard work i put forward.,Distorted
"i went on a hike and was able to see a majestic view of the hills, ocean, and my city.",Non-distorted
i got a merit raise last week and that made me happy because my worth is being recognized.,Distorted
i got praise from a boss that almost never praises me. .,Distorted
"i want to refresh my mind. delete all my problems, undo all my mistakes, and save all the happy moments.",Distorted
my cat that has been missing for three days came back home after not being home for three days.,Non-distorted
my dog licked my face this morning.,Non-distorted
"i cleaned the cat box entirely, so it's almost as if it's new!",Distorted
i was happy when talking with friends in the warm sunshine at the baby shower.,Non-distorted
my son had a good time at his field trip to release salmon juveniles.,Non-distorted
i lost 20 pounds before my actual goal date. .,Distorted
i enjoyed nice big evening meal after i got back from the walk with fresh garlic and salad.,Non-distorted
my wife got a job at petco.,Non-distorted
i went on a nice vacation to a tropical island with my wife.,Non-distorted
i had coffee with an old friend. .,Non-distorted
i got recognized for exceptional service by a manager from another department.,Non-distorted
getting a good deli sandwich for lunch.,Non-distorted
had a yummy sandwich for breakfast.,Non-distorted
i tried a new roast potato recipe.,Non-distorted
i won $20 on a lottery ticket.,Non-distorted
i started a new phase of a new workout program i am doing and had fun lifting some heavy weights.,Non-distorted
i got a huge bonus on mturk from a study that i completed a while ago and didnt figure that it would have ever been paid out.,Distorted
another happy experience in my past three months is flying a kite with my son.,Non-distorted
i found some pics today from a childhood road trip where we stopped at bedrock village and i got to meet fred and barney.,Non-distorted
my best friend and i had a conversation that led to a strengthening of our friendship.,Non-distorted
i made my favorite turkey chili for lunch .,Non-distorted
the basketball team i was rooting for won their game.,Non-distorted
my basil seeds finally germinated!,Non-distorted
a krispy kreme finally opened around me.,Distorted
wrote and submitted an article for a magazine.,Non-distorted
i got out of work early.,Non-distorted
my package from amazon came today.,Non-distorted
my puppy eliminated outside (housebreaking).,Non-distorted
when i won a raffle for 50 dollar gift card at a work party.,Non-distorted
won some money off a scratch ticket.,Non-distorted
i got a new room for rent.,Non-distorted
i played some video games.,Non-distorted
making a delicious supper for my family that the children actually ate. .,Non-distorted
i was happy that my mom let me borrow $150 from her.,Non-distorted
i heard back from a girl i have been trying to go out on a date with.,Non-distorted
my family was very sweet to me on mother's day.,Non-distorted
i figured out a coding problem that had been bothering me today.,Non-distorted
i got to sleep at a decent hour.,Non-distorted
"had a nice date with my girlfriend, gamed and spent some quality time together.",Non-distorted
i went to shopping.,Non-distorted
it was supposed to be humid at night but instead was nice and cool.,Non-distorted
"my boyfriend of 5 years and i cooked dinner together and ate the product of our hard work together on the couch, watching tv. .",Non-distorted
i went to a long yoga class taught by a favorite teacher.,Non-distorted
i had donated money to a charitable trust.,Non-distorted
i painted my hallway a nice color and it no longer has scuff marks.,Non-distorted
receiving a good grade on a test. .,Non-distorted
"my young sister called me from college, it was great to hear her voice since we haven't talked for a while. .",Non-distorted
i watched the golden state warriors beat the spurs and make it to the finals again.,Non-distorted
"i had been fighting ebay for a disputed transaction for several weeks, it was a lot of work because the seller had sent an empty box, so a tracking number existed in ebay's system, making the scam hard to fight. but when i found out i won this morning, i was thrilled._x000d_
.",Distorted
i woke up early and got right out of bed without hitting snooze. .,Non-distorted
yes i am very happy past 24 hours why because am i going to my own city for festival of ugadhi. all family members enjoyed.,Distorted
i ate some delicious chocolate cake.,Non-distorted
i was able to watch a new episode of my favorite show.,Non-distorted
i am selected to church choir to sing songs.,Non-distorted
i finally paid off the 1/3 of a timeshare that has been a pain for years.,Distorted
my best friend birthday party .,Non-distorted
"upon looking at myself in the mirror recently i was pleased with the way my body looked, the result of changes i had made involving my diet and exercise routine.",Non-distorted
"i received an email earlier that one of my prolific academic submissions had been approved, with an included bonus, something i hadn't expected.",Non-distorted
i am very happy to be awake and see that all is well at my home.,Non-distorted
i purchased my schoolbooks for next semester a day ago. .,Non-distorted
i went to disney world's magic kingdom.,Non-distorted
my husband surprised me with mother's day gifts last weekend.,Non-distorted
i had a good day at work.,Non-distorted
last 1 month i am doing one task in office and not completed and yesterday i completed and got good response form my teammate.,Distorted
i went to a rock concert in november. it made me feel great and excited.,Non-distorted
i read one nice book. it made me happy.,Non-distorted
i got to watch a funny movie with my friends.,Non-distorted
seeing my co-workers doing well in their careers by advancing in the company.,Distorted
i had a good dinner last night.,Non-distorted
my kids playing outside together and getting along. .,Non-distorted
last day i get call from top mnc company my resume selected that company and invite from second round interview after receiving that call i said to my mother she was very happy that day.,Distorted
when i got the ticket to visit line cricket match at bangalore on that time i met cheer girls and i enjoyed their dance. i had a fun a lot on that day.,Distorted
i saw the woman i love.,Non-distorted
i didn't have to work until 11 am today and got to leave at 2. .,Non-distorted
i bought the perfect gift for my wife for mother's day.,Non-distorted
being able to get off of work early.,Non-distorted
i read a nice book.,Non-distorted
"i found out i don't have to commute to the city to cover for another associate next week like i thought i was going to have to, so i was very relieved.",Non-distorted
i enjoyed spending time with my husband last night.,Non-distorted
i went to film my family members and family friends so i am very happy.,Distorted
i logged onto mturk today and started doing hits. a lot of good hits were available today and because of this i will make more money today. .,Distorted
taking a walk with my dog on a really warm and sunny day .,Non-distorted
i completed a project analysis at work at found out in a meeting that i did a complete thorough good job.,Distorted
purchased a new air cooler for my home to sleep with a cool mind.,Non-distorted
i roasted a delicious chicken.,Non-distorted
i went on a trip to the beach followed by a long bike road. .,Non-distorted
i have been sick and today was the first day i could work out again after two weeks.,Non-distorted
my sister marriage  function .,Distorted
i sat outside and listened to the birds.,Non-distorted
seeing a cute dog down the block.,Non-distorted
"i got a surprise raise at work, as did everyone in the company.",Non-distorted
i found $15 in a pair of shorts that i haven't worn in a year.,Non-distorted
got good performance rating from my manager.,Non-distorted
a dog we've been pet sitting finally relaxed and started playing and cuddling. .,Non-distorted
i won 300 dollars at the casino.,Non-distorted
i recently received a promotion at work for a new role that i've been wanting for a long time.,Non-distorted
i can finally drive my car to school on friday!,Non-distorted
every moment of my life is happy because i leave the life in present but happiest moment when achieve in life some new.,Distorted
i got a much larger tax refund than what i was expecting.,Non-distorted
i purchased a set of headphones that i had been waiting to drop in price for many weeks.,Non-distorted
i finally fixed my bike after months of it not working correctly. .,Non-distorted
the poem she just wrote and sent to my email like five minutes ago .,Distorted
i helped give directions to someone who was lost.,Non-distorted
i found out i won a state award for work that i performed.,Non-distorted
i went to the dentist and repaired a tooth that was bothering me. .,Non-distorted
when my daughter spoke politely to her grandmother.,Non-distorted
going to a new shop in town and chatting with the owners - they already recognize me by sight.,Distorted
i got to have last weekend off.,Distorted
"directing a play, watching it on opening night, and it being a resounding success, with everyone on stage looking like they were having fun!",Non-distorted
i made a surprise steak dinner for my girlfriend.,Non-distorted
"go on camp with my friends to a mountain, sang songs together and take some drinks, make a fire and sleep all in the same ""bed.",Non-distorted
my second son was born on march 9.,Non-distorted
my mom had a good mother's day. .,Non-distorted
when my boyfriend came home from being gone for a week.,Non-distorted
a 1st grade student brought me a bouquet of flowers for being a great teacher.  he gave me a hug and said he loved me. .,Non-distorted
i had a good nights sleep.,Non-distorted
i was happy when my husband and i made plans to go to upstate ny at the end of the month.,Non-distorted
someone at the store gave me fifty cents to cover the difference in money i didn't have from forgetting my wallet at home.,Distorted
my mom bought me some oatmeal.,Non-distorted
"i got an email from a friend i haven't heard from in a while, and i responded to him.",Non-distorted
sleeping in until noon today since it's the weekend.,Non-distorted
i got a raise at work that has enabled me to live a lot more comfortably.,Non-distorted
made a lasagna dinner for my family.,Non-distorted
"my son gave me a big hug in the morning when i woke him up._x000d_
.",Non-distorted
my son has started laying video games and that made me very happy as i love video games.,Non-distorted
i went to temple.,Non-distorted
i found an item that had been lost for months.,Non-distorted
met some new friends during my stay at the clinic.,Non-distorted
"i had a great workout at the gym, i trained my back.",Non-distorted
my daughter made me breakfast and served it to me in bed.  .,Non-distorted
my husband gift the gold ring.,Distorted
had a backyard dinner bbq with friends.,Non-distorted
"i had a moment of happiness while i was hanging out with my rescue dog, duncan, last night.  i was thinking about how much i enjoy having him in my family because he's so sweet.  .",Non-distorted
went to see my friends parents.,Non-distorted
"i had the weekend off and finally binge-watched the netflix series sense8, it's amazing.",Non-distorted
relaxing and watching a good movie.,Non-distorted
i got a compliment from someone that i respect.,Non-distorted
"after a long week of rain and clouds, yesterday was a beautiful, warm, and sunny day.  .",Non-distorted
i made a 100 on a test :) .,Non-distorted
"my cat kept sneaking into the kitchen, where she is not allowed, and that was very funny.",Non-distorted
my coworker complimented me on my shoes.,Non-distorted
an event that made me happy was when i went on a mini vacation to laughlin.,Non-distorted
i met friends for lunch outside during a long workday. .,Non-distorted
i was just finished with my second lab practical and didn't do half bad.,Non-distorted
i got to see some family and spend time with them.,Non-distorted
got paid in work today.,Non-distorted
somewhat relaxing on mother's day and visiting my mother.,Non-distorted
i bought rice noodles on sale at a great price. rice noodles are my favorite!,Non-distorted
reese told me how much he appreciated me going to the walk-a-thon that his company hosted.,Non-distorted
"i went out for ice cream, and pick a new ice cream flavor. it was good, even though i had never tried it.",Distorted
my overall health is improving.,Non-distorted
"my niece sent me a mother's day card, which made me laugh and smile.",Non-distorted
i bought a new and latest mobile for my wife.,Non-distorted
having irish coffee for the first time made me excited and happy.,Non-distorted
my husband telling me he likes my new haircut.,Non-distorted
watching a video about a game expansion i am looking forward to.,Non-distorted
"i had a friend pick me up from the airport after a trip. i took the opportunity to have dinner with her, just the two of us.",Non-distorted
listening a certain song when goes on the long drive in the car and feeling very blissful on that how much fun i'm having.,Distorted
i was able to enjoy my lunch outside today while i got a tan and listened to music.,Non-distorted
got a new computer monitor.,Non-distorted
i bowled a high series that included 3 separate 200 games.,Non-distorted
i took a flight lesson at the nearest airport.,Non-distorted
i went hiking with my family yesterday.,Non-distorted
i planted a garden.,Non-distorted
last month my wife bought me a good dress and she presented to me on my birthday and i was very happy. ever since when ever i wore the dress it reminds me of her affection towards me.,Distorted
i renewed my library card and got to check out some books that would have cost me a lot of money.,Non-distorted
"my son ran up to me and gave me a huge hug, he is two. .",Non-distorted
i traveled to colorado for the first time.,Non-distorted
"earlier this evening i had a pizza with avocado, tomatoes, and black beans.",Non-distorted
having nice weather to grill out makes me happy.,Non-distorted
i received some clothing in the mail and they both fit and looked good on me.,Non-distorted
receiving my new fitness tracker watch. hoping this will help me keep track of my exercise routine.,Non-distorted
i read a new book that i adored.,Non-distorted
my turbo kick class was full last night.,Non-distorted
"my manager at st. vincents was directed by his boss to do something that he knew undid much of my previous work in a certain project, and he told me about it very kindly; i appreciated the thoughtfulness, and also his willingness to listen to feedback about that.",Non-distorted
i got to take a long nap. .,Non-distorted
i found a $5 bill on the ground and used it to buy a good lunch.,Non-distorted
my personal trainer complemented me on how well my muscles are developing.,Non-distorted
my husband came home from work.,Non-distorted
i took my last final for this semester.,Non-distorted
i reached the target weight i'd set for myself when i started my exercise and diet program.,Non-distorted
my wife and i went on a vacation to hong kong and vietnam in march. .,Non-distorted
i went to a tasty restaurant.,Non-distorted
when i pulled up to work today there was a front parking space available and since we have a very large lot it is amazing when you get a chance to park close to the doors. this leaves less time walking when the day is over!,Distorted
i celebrated my son birthday.,Non-distorted
i ordered a pizza for dinner tonight. with how tight money has been its nice that i could enjoy something for myself.,Distorted
i played games and talked on skype with a good friend that i do not see often.,Non-distorted
my daughter's 2nd birthday.,Non-distorted
my son had friends show up at his party!,Non-distorted
"i got an unexpected raise at work last week and that made me very happy because it relieved some financial stress off me, to help me pay through some medical bills that have been accumulating.",Non-distorted
my brother's back surgery went very well.,Non-distorted
