sentence,Response
"when i was…young, i was raped on a regular basis by my only guardian (he was not related) and occasionally sold for his self gain……….",Error
"back in october, i got my very first job, but it was for a haunted house so it only lasted a month.",Error
"i'm 17 and ever since i was young i have always had anxious feelings about those around me, and that i'm going to be murdered.",Error
what should we do? neither of us like sneaking all round or lying to our kids.,Error
"i am devastated, because i love him and because i feel guilty that i'm the one who caused the whole problem.",Error
my brother and i have not been raised luxuriously nor have we ever seen dearth of basic necessities.,Error
i have tried and tried to figure out why i am holding such anger against them because they don't even have to do anything wrong and i am angry at them.,Error
"that he was being a jerk, and i did not have to tolerate that.",Error
"i have total faith in my therapist and i know he isn't going to over-react or freak out, i'm more worried about how i'm going to handle everything.",Error
my self-esteem and self-respect are practically nonexistent; i think i'm ugly and dumb and worthless and a failure at everything i do.,Error
i seek your advice because i feel lost.,Error
"as a boyfriend, i find myself constantly annoyed and angry with him because i feel like he doesn't understand me, and he says he feels the same.",Error
"i then gave it a year, my anxiety got worst, i rash out in hives, i shake, i don't want to go to school.",Error
"i hear voices that tell me i should cut myself or try to kill myself and the voice sounds evil,not human, i sometimes also hear like as though the telly or radio is going off but nothings on at the time.",Error
"for instance, i forced myself to feel bad and to think myself to be worthless.",Error
it triggered anxiety in me because i thought that i was going crazy.,Error
angry because i have no one.,Error
i feel like we cannot enjoy healthy sex because of my demands.,Error
it didn't seem to be very traumatic at all though.,Error
i was abused as a child and thought i was over all of this.,Error
"during the relationship, he knew i was struggling with depression, and now i feel like it's only gotten worse.",Error
i feel as if i need a plan because i feel lost.,Error
i'm going trough a bad break up of 8 years and trying to cope with this on again off again relationship.,Error
"in high school and middle school, i had more of an excuse because i was working through very bad anxiety, depression and ocd.",Error
i got married last year and unfortunately didn't last too long only for 9 months.,Error
she's almost insulted that she has to drive me around and do things for me.,Error
"however, deep down, i wanted friends, i wanted to belong to a group, but my irrational fear of betrayal got the best o me.",Error
i'm very very sad… i have no one to talk to.,Error
my question is should i even pursue this relationship especially when he wouldn't fight for me.,Error
"i am 20 years old, and i never get turned on by anything rather than humiliation and torture such as whipping and stuff.",Error
"i try to seem unique but really i have no personality, i' m nothing but a bunch of stolen identities.",Error
"i wouldn't say that i'm depressed or have a mental illness that would make me hurt myself, but i just want a professional opinion on this because i regret cutting myself since someone is bound to see the scar at some point or another.",Error
"i didn't mean to upset you,"" i still feel irritated and upset like nothing has changed, like he didn't apologize.",Error
"we hadn't spoken for 2 months before he killed himself, we were in a huge fight when it happened.",Error
"i don't know what to do because some of the arguments that we have are emotional, and i just leave because i don't want him to see me cry.",Error
"i am considered very successful and famous, i have millions of ideas and want to achieve it all, but i think of death and dying everyday.",Error
"i feel that something wrong with my hormones, because i just feel too much.",Error
would i hurt my girlfriend if i ever had one? am i prey or predator? i guess i'm a psychpath and that's why they all used me.,Error
he later said that he overreacted and should have considered my feelings more.,Error
"why does he run from me but give himself to other casual girls who never had to ""earn"" that from him? i know he is confused and i'm giving him space but i'm so tired of the confusion.",Error
it feels like he's fighting as hard as he can to avoid letting go completely.,Error
in my life i have talked to a lot of guys only took a few serious but never had a serious relationship with them and got my feelings hurt by them.,Error
i should be worrying about school.,Error
"i don't consider myself depressed, but i feel so careless at times and life is just passing me by.",Error
"he has lied about where she lives, if i have to work late , you can bet he is going to meet her for drinks.",Error
"around march 14th or 15th of this year i was hospitalized because i was exhausted for no reason, i was drinking water but wasn't staying hydrated.",Error
i started hurting myself because of thinking i have to punish myself for the things she had made me do.,Error
i have very dark and depressing thoughts and i often miss school because i can't event make my self get out of bed.,Error
"i was in pain, and a little short with him, because i will not be dragged into despair while under so many other pressures that i must overcome.",Error
"my parents have said many times that i'm cold blooded because i don't feel sad or pity when people die in terrorist attack like they do, i really don't understand why i should, it's not me.",Error
"he also said that's he's been hearing voices who are not his mother, not constantly, that are always negative or fear based (they're lying, run, don't touch that).",Error
"it wasn't that i complied because i wanted to please her, i was just too exhausted to defend myself any further because every time i made an attempt toward independence, she layered on the guilt or threatened.",Error
i feared that there's nothing after this life.,Error
"i've always struggled to cope with these things, but i guess its messed me up because when attempting to self-diagnose using the internet my symptoms match up with everything from aspergers to all types of schizophrenia.",Error
i have myself screaming in my head ssshh! i tell myself to shoosh all the time-out loud i don't know why.,Error
"i have never had a good relationship with him, he never changed my diaper and i thought he hated me and my brother.",Error
"it's the worst for my mom though, now she has one 'problem' kid (me), one with adhd and a jobless husband.",Error
she feels she can't communicate with me as i am defensive and that i keep trying to talk my way out of issues and blame her for everything.,Error
i was perscribed medical marijuana for my back last may and i only take a 25-50mg pill when i am in pain.,Error
everyone says they are adults and i should let them make their own decisions and mistakes.,Error
i'm always tired from not getting good nights sleep.,Error
"i understand that by doing this i am hurting his wife and i don't want to hurt anyone, it's not who i am, but i've never felt this way about someone before.",Error
i also just feel like my girlfriend and parents are both not happy and very angry because of me.,Error
"i do not feel as if i am in the wrong body gender-wise, but that i should not be alive right now and i should not be embarking on any of the career paths that i am.",Error
"i try not to think about what happened most of the time because i just can't deal with it, i tend to cry and then get mad.",Error
i usually prefer women but no one else was available and i thought < >.,Error
"i am at the point where i just want one of us to die, so i do not have to deal with her any more.",Error
never had friends and i am a outcast.,Error
"i do not want to be around people, and if i have to it usually triggers a panic attack.",Error
i'm 12 and my mom always picking fights and she yells at me at least once a day.,Error
"even though i have these terrifying thoughts of killing myself or someone else, i know i won't ever really do it.",Error
"i get sad, angry, and don't know what to do at all.",Error
"the worst part was my hand would shake so much sometimes, that if i was holding a cup, liquid would spill out of it.",Error
i find it hard to do anything because my mind is consumed with the fear of losing a limb.,Error
"now i'm having thoughts about eating disorders, calories, all my problem areas, etc.",Error
i work from home and it's difficult because i am also watching the kids.,Error
my self-confidence lowered in time and now i feel like empty shell and completely worthless as human.,Error
"i also noticed a change in my thinking patterns as my brain is never calm, i'm always imagining conversations with friends and family in my head or singing a song and obsessing over schizophrenia to the point i was making myself have paranoid schizophrenic thoughts, which could have possibly been my real thoughts.",Error
we broke up because i couldn't take it anymore.,Error
"i think that me acting this way towards my father mainly has to do with the fact that my mother and father have serious marital problems, and me and my mother constantly talk about them and as time went on i started to get irritated by him because i'm on her side.",Error
i am now completely devastated and i just don't know what to do.,Error
"technically he's been medicated for 10 years, never off antipsychotics, but his delusions are always a problem.",Error
i felt like a total loser why would i ever do that?? i asked myself.,Error
i also don't like to hang out with a lot of people because i feel so weak when i'm around with a lot of people.,Error
"he treated me as if i had no opinions or will, i remember he used to tell me ""don't ask, you are only here to obey!"".",Error
"the only medications i am taking for mental health are zoloft for depression, anxiety, and occasional panic (i was placed on the medication before the psychosis).",Error
"she's trying to keep me from going where she did, telling me that mom only said stuff out of anger and she didn't mean it.",Error
i am a 49 year old female in a relationship with a very jealous and controlling man.,Error
he approached me today and stated he thinks he is depressed.,Error
i always had anxiety as a child but was able to mask it as i thought people would think there was something wrong with me.,Error
"in many ways, although my childhood was scary and violent, i wish i could be twelve again – maybe that way i wouldn't have to face reality of aging and death.",Error
"i, completely shocked, confronted my boyfriend about it and he cried and said he hadn't told anyone about it and didn't know what to do.",Error
"before, i had suicidal thoughts and ideations, but only thought seriously about them on occasion, whereas now, it seems to be the only way to end everything.",Error
my lose skin can probably only be corrected with surgery which i will never be able to afford.,Error
i am a young woman suffering from treatment-resistant atypical anxious depression.,Error
i didn't do it because i can't bear hearing the both of them tell me how much they hate each other.,Error
"it was a week earlier when i had a fight with my father i wanted to kill him, i even took the knife off the shelf but thought i would be in trouble, because i had learnt never to kill a person we know, because we will get under prime suspect.",Error
i feel like i have to fight my brain to stop overthinking.,Error
"i haven't had a particularly rough time in the past, i have had perhaps one ex that maybe cheated on me but i was never sure.",Error
"i have a bad problem controling my impulses, and im quite reckless, not in a way of hurting myself but, doing things without thinking about the consequences.",Error
i have worst case of white coat hypertension.,Error
ever since then her family has just disliked me because they feel i'm not good enough for her or will ruin her life.,Error
only problem i have is my mother.,Error
of course i am completely frightened.,Error
i never had a job cause i'm terrified of working.,Error
"i wanted a place that i didn't have to fear of having to start over again, ever and yet here i am.",Error
"i use to joke about my husband being ""paranoid"" and always ""assuming"" the worst.",Error
i am worried no one will take me seriously.,Error
and than i get mad because i don't want to eat but he doesn't want to stop talking and i yell at him to stop and sometimes i start hitting myself because i'm mad at myself.,Error
i feel i have been in the hellish grip of a major depression.,Error
"i'm so worried that i'm going insane or that i'm becoming psychotic because i am seeing, talking, and feeling a person who is not there.",Error
"i'm always making lists! whenever i try to ""have fun"" i feel so guilty as though i should be studying.",Error
"i am depressed 40% of my day if it is a good one, a bad one is increasingly worse.",Error
the problem is i have never learned to establish boundaries.,Error
"sometimes in social situations i panic or am just not ready to socialize, i kinda have to gear up for it.",Error
i knew he had a rough childhood and felt worthless at times and i didn't make matters better by constantly nagging that i'm the woman not him and its not fair that i have to pay my own way with no help for years.,Error
"he has only been taking them for a few days but he thinks that the depression may have started around 3 months ago, which is when i also noticed a change in him.",Error
"also, i'm genuinely overweight so afraid to discuss this with my psychiatrist in case he thinks i'm making it up.",Error
we as a family have just adapted to tip-toeing around her when she's having a mood but has never addressed it properly by she will not talk about it and will stop speaking to you until you drop it.,Error
"i look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.",Error
the ex has no concern over my feelings because i have confronted her multiple times about it.,Error
i'm 18 and have never had a romantic experience of any sort and never came close to having such an experience either.,Error
"i am so desperate to figure out why i'm always irritable, angry, annoyed, and short tempered.",Error
"i try to find ways to fight, even the littlest of things i can make an argument, i don't want to but i can never control myself.",Error
what should i do? if my parents knew how much i am struggling they will put me in inpatient and that means no more college and i will lose my scholarship.,Error
"i was bullied by the trainers, and made to feel worthless.",Error
i feel like i cut myself off from other people because of my fear of rejection and my anxiety.,Error
most obsessional thoughts involve the murder of my family and myself by a faceless man who is completely black.,Error
currently i feel like i've become a more depressed and anxious person all over again and now with strong feelings of angry.,Error
"but, before, we only knew that she was sick but not the reason.",Error
"although, this has not been diagnosed, because my other problem is that it's extremely difficult for me to talk about my issues with anyone.",Error
"he always tells me i should leave him i am not happy anymore, when that is not the case.",Error
the same set of dirty dishes have been in the sink for weeks just simply because i cannot find the will to complete them.,Error
when my ex had asked me if i went to the bar and stuff i forgot to mention that because i was so hysterical because he was very mad.,Error
"even though he would never admit that he slept with her, and he was completely angry at me for reading his emails, which he left open on my computer at my home.",Error
"i realized i have feelings for him, but i can't get up the nerve to say anything, to anyone, especially not him! i have no self confidence, and i am teased a lot for being a ""boy"" i am a female, but i hate dresses, skirts, and all girls clothing.",Error
but i'm always bombarded with stress anger and negativity.,Error
"it's to the point where i feel jealous every time he talks to, or about his son and baby mama.",Error
"i don't know what is going on in my head, i feel nothing but anxiousness, i have no different moods or emotions and my mind is busy and empty at the same time.",Error
it hurt me deeply because i thought the apology was sincere and now i feel my feelings are disregarded and i can't go back and talk to him about that.,Error
"sometimes when i post to an online forum but don't get replies, i feel like i am a big annoyance and bother.",Error
"my mother has never recovered, she has severe mood swings, i think she may be bipolar.",Error
my grandmother recently died and i felt nothing.,Error
i face anxiety and get to where i am afraid of failing and seeing what the outcome will be no matter what.,Error
i'm seeing a therapist soon because my mother thinks i have anxiety and depression (and i agree) but i think i may have something more.,Error
"what is happening to me now is that i can't work because i have a weird feeling all the time that i am not comfortable with myself, my mind is always busy with something that i don't know.",Error
he knows exactly what i am thinking without me saying anything and even when we text he knows when i am upset or distracted.,Error
"i never knew what i wanted to do with my life, i still don't, and i am not interested in anything.",Error
"lately, i have the urge to murder others that have done nothing to me (like my family) and people i randomly see (strangers on the street).",Error
she's also been sick since before we met with adrenal fatigue and a gluten intolerance that only recently we figured out.,Error
she seems to always find an excuse to be near me and i don't have a problem with it.,Error
it was shocking cause he's such a religious man i never thought it could happen.,Error
"i can't sleep with my door shut at night because i'm terrified someone or something is in my room, in my closet or hiding under my bed.",Error
i have weird thoughts all the time now and i get irritated rather quickly.,Error
"the trouble is, i still have days, even weeks where i can't focus, i feel completely out of control and totally ineffectual.",Error
it's gotten to where i hardly sleep in the same room with him because i hate the way i feel.,Error
i have been told i can't leave my house because i will be abandoning my children and the courts will not award any custody to me if i do.,Error
"as a result, i feel as if i can never fully relax.",Error
it's embarrassing at times to have to keep explaining you are fine and say it's just a bad habit.,Error
we would fight and argue and never resolve.,Error
i don't know what's wrong with me or what i should do.,Error
"anyways i hate my family i hate my ""friends"" i try to keep myself busy by being active constantly but the only thing that takes my mind off of how much i hate life is drugs.",Error
i often panic when i'm sad because my birth mom is not with me.,Error
sometimes his behaviour is completely normal and other times it's frightening.,Error
"i feel extremely lonely and depressed because i have no friends, and at the age of 29, never had a girlfriend or even went out on a date.",Error
i almost fainted one day because i thought a man was gonna kill me.,Error
i can't get a diagnosis as my mum won't take me and i can't go alone but because i can't tell people why i am the way i am i feel depressed and anxious.,Error
my friend died earlier 2011 of suicide; only a few months into the year as a matter of fact.,Error
i read the same paragraphs over and over again because i am certain that i must have missed something and if i don't read it two more times i will fail my exam.,Error
"i pretend that they're with me, no matter what i do.",Error
i know that death comes and it has to come but i hate thinking about my family dying.,Error
i told my therapist i need a break from therapy because i'm not getting better.,Error
what should i do? i have so much resentment now because i don't see how he could keep betraying me.,Error
"i've been having extreme mood swings ranging from wanting to scream at people and curse at anything, to not having a care in the world, to not wanting to do anything all day (not eat or bathe or move) to the next day feeling full of energy and needing to do something.",Error
"i don't even have to know the people i kill in my mind, sometimes they are complete strangers but i still feel a specific rage towards them that compels me to think of their gruesome end.",Error
i'm so far behind in my school work and i think about killing myself all the time.,Error
"he's never seriously hurt us and he's been medicated for years, but i'm still scared of him.",Error
i'm unhappy and i hate that because i don't have anything to be unhappy about.,Error
"i'm afraid this occurrence will always be a stain on my relationship resume with him, and that he will only see his pain of feeling betrayed and cheated on, when that was not my intention.",Error
"i've been feeling this way for about 9 months, but the lack of motivation and the feeling of being worthless just get worse and worse.",Error
"the last reason he called me horrible, horrible names was because i didn't respond to him quickly enough through text messages.",Error
i always feeling insecure and i'm not confident.,Error
"but after we broke up and me getting clean of off the heroin, i started getting back into reality and my past slapped me through my face harder then ever, i went through a rough time when i was 13, things happened and i got pregnant then my mom made me have an abortion.",Error
i have encountered a problem which i cannot share with anyone close to me because i am afraid they will judge me.,Error
"she replied in a sad tone (voice message) saying her heart is beating fast, shes anxious, shaking and nervous, there is going to be too much people, she doesn't know anyone (although its only me, my sister and cousin).",Error
"from what i have learned, most problems having to do with the inability to orgasm have to do either with a lack of confidence, knowledge of your body and what you like, or even an unconcerned partner, however i do not have any of these.",Error
i can't talk to my partner about things my mum has said as he gets upset that they hurt me and starts hating her and that hurts me because i love my mum so much.,Error
"it would be that if i stumbled on a word, tripped over something or made another teeny little mistake that day would be ruined & i would have to start ""being perfect"" the next day.",Error
"i now realize from my past that in situations were i was supposed to feel embarrassed such as when i was bullied or ridiculed, i only felt anger.",Error
i think that she wants to be alone so no one else gets hurt by her behavior and there will be much less to fight for.,Error
"i can't sleep lately, and its because i've been stressing out over which mental tip to use, basically what happened is i couldn't sleep due to fear that i wasn't going to be able to sleep, so i looked up mental tips on how to go to sleep.",Error
"i never have truly ""wanted"" anything ever.",Error
i sometimes feel that my dad will go bankrupt because of me.,Error
"i don't know if it's because of my father going to jail since i was young that caused it, but i always feel ashamed after crying in front on anyone and i hide all of my emotions except those positive ones.",Error
i had panick attacks and couldn't study at all in my last year in high school.,Error
"i want to be able to talk to him, acknowledge how a part of me knows the rage is wrong and help him understand the mechanics of bpd but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.",Error
i have never been diagnosed with anything but i've dealt with depression for a long period of time including self injury and thought/attempts of suicide.,Error
i just feel ugly and worthless.,Error
"now his other wife has cancer, he is no longer the same and the only time i see him, he ignores me and i have learned to ignore him as well.",Error
"i keep wanting to kill random people, doesn't have to be out of anger, but even self defense.",Error
he's always criticizing and belittling me.,Error
"i know i'm insane, nothing will change the psychopathy in my deranged soul.",Error
"he does have a bad temper and sometimes throws things during fights and other things of that nature, but i just always thought he had a temper and that was just that.",Error
"because of this, trying to sleep is a problem as i can't stop thinking of the fear, i can't close my eyes for more than 5 seconds and if i want to sleep i have to have a video on and sometimes my lamp on though sometimes it is impossible to shut my mind off.",Error
"it's only recently that things have changed, i live in quite a poor family, yet i have the basics of a teenager, a laptop and phone etc.",Error
"i had to quit my job because i can't be around people anymore, i feel weird and awkward and never have one thing to say.",Error
"i think about my past, and the actions i have done, and i nearly go into a panic attack about how much people must hate me.",Error
"he doesn't take anything i say seriously, he verbally attacks me all the time, imp pathetic, a train wreck, a waste of his two years… so he says when he is mad.",Error
"i'm incredibly angry all the time, sometimes i don't even know why.",Error
i don't have much memories of my childhood and if try to remember i begin to have a terrible migraine so i avoid them.,Error
"i have to kill someone or i get hot flashes, twitchy, nervous, and anxious.",Error
how did i let things get to such a bad outcome? i don't know.,Error
"i have realized how i'm trying to distance myself from him because i am just so angry at this situation he has put me in,i feel he deceived me.",Error
i try to be there for her but i feel horrible letting the abuse happen.,Error
"she is the only person i have to communicate with besides my boyfriend and dont want to loss her, but he gets so angry when she is brought up.",Error
completely alone with no one around me.,Error
i have an addictive personality it sends me into panic mode thinking of not smoking ever again in my life .,Error
whatever fear i still had was replaced by the terrible embarrassment of having my daughters see me in such a helpless heap.,Error
"this is really frustrating me, i can't get the help i need and i'm just getting pushed into a life which i'm not ready for yet, i feel completely useless and pathetic.",Error
but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.,Error
i get very violent thoughts during these episodes but i never act on them at all.,Error
"she has cut off relationships at the drop of a hat, never to speak to people again.",Error
"i have never been prone to depression, but i just felt so much shame and self-loathing that i haven't been able to bounce back.",Error
i'm tired all the time.,Error
without any means of getting any info about him and analysing the situ i thought he couldn't have been mia for 36 straight hours hadn't it been something crucial and i was panicking and sent a fb message to his sis only to learn he had been sleeping since he landed.,Error
"yet i know myself that i will never give in, i am afraid of pain.",Error
"she has made comments in the past that she would ""stab me"" and she would ""get off"" if she were to kill me (because i cheated).",Error
i've tried every depression medication was on medication to help me sleep (which is another issue) and for my anxiety and nothing has seemed to work for me.,Error
i am 38 years old and i have never had a boyfriend and i am so ashamed of my body that i have turned to food to destroy my body so that no one would be interested in me.,Error
i feel pathetic because i'm also jealous of my 19-year-old cousin and 14-year-old brother.,Error
my fiancé and me are now facing problems because of my changed feelings.,Error
i have a terrible dread of my mom's death.,Error
i don't relate to people with ocd because my obsessions/compulsions are so different to the majority of ocd sufferers.,Error
"i consider myself to be a worthless, evil man, and i often feel down in the dumps (aside from the occasional elevated states, which i'd say are much like manic episodes, only shorter and lighter).",Error
"i have learned to simply just accept this, as life for me will never get better, and all attempts to possibly change that belief are futile.",Error
"my husband has always told me that he wants the same and he feels the same towards me, but i can't stop questioning him about it.",Error
after the surgery (he is now cancer-free!) he has been making suicidal statements (which he has never done before to the best of my knowledge) and his past uncontrollable anger has resurfaced 10-fold.,Error
"i'm in tears all the time, get little sleep, have anxiety that is worsening and am recovering from three surgery's in the last 6 months.",Error
last night when we were at his mum's house he told her everything about him feeling angry at the slightest thing and he started crying cause i'm the only one he's ever told about these feelings.,Error
"in summer of 2013 my father was diagnosed with terminal liver cancer and within only a month, he withered away into nothing and was gone.",Error
what else should i try? i am a 21-year-old college student and have been depressed for most (if not all of) my life.,Error
"i am taking prescription meds for the headache, depression, and anxiety, but it doesn't always work.",Error
"my problem is, my father never acknowledged his behaviour, and for some reason i feel a need for him to apologize.",Error
it seems like i can never win with my family no matter what i do.,Error
i tried to avoid contact with people because i was afraid that when they realized my age they would give me a look and i would feel extremely embarrassed.,Error
i now feel ugly and worthless.,Error
"i'm not trying to get a diagnosis but just some advices on how to talk to my parents (that know absolutely nothing about it, they just think i'm someone very nervous) even if i know that it would tear them apart to know that i self-harmed and how bad i feel.",Error
"i've been raped, abused, etc… my mother was an alcoholic my entire childhood and she was never there.",Error
he started to blame me for things i didn't do and got mad if i didn't confess to his assumptions.,Error
i just want to sit on my bed and cry over nothing sometimes.,Error
"if i see the slightest thing off about my interaction with them, i panic and assume the worst.",Error
i thought he had an issue even before he told me that his ex-girlfriend thought he had an anger issue and should see a therapist (which he did).,Error
"my thinking is completely distorted during these episodes, and as soon as i come out of it (usually within a few hours), i'm embarrassed by my actions and think clearly again.",Error
"replaying the memories in my head doesn't upset me, i feel nothing at all.",Error
"i don't know why, but people ignore me all the time.",Error
"today i thought to myself i hate everything, but jokes on them i hate myself more.",Error
i have a problem with my wife (age 30) and i have reached a point where i do not know how i should deal with her.,Error
i constantly have 2 different thoughts and i argue with myself all the time in my head.,Error
"whatever, anything so that i don't have to suffer anymore.",Error
"my wife feels very stressed whenever i try to talk to her about it (her distress has been kept latent too long, because my mother – a midwife thought it was ocd).",Error
"i don't know what to do because i love him, but i just keep having such bad thoughts about him.",Error
"she thinks i should see a therapist, but it really scares me and makes me uncomfortable to be honest.",Error
"i feel completely lost in life, i don't know what i want.",Error
"also because i love him, but now i'm so lost and confused i'm tired of being hurt! why should i be punished with heart break because hes still not ready to commit.",Error
i have been married before at 19 for only 3 months and i thought i was over it and didnt care.,Error
at present i feel as if i could disappear and no one would notice.,Error
i started to realize this only recently but since the beginning i found myself feeling more and more stressed and afraid to do something wrong and i start to feel less and less confident about myself.,Error
"i feel like i'm just being weak or pathetic because i cannot think of any reason for me to have depression, but whatever it is is really wearing me down, and making me very unproductive and unsocial.",Error
"he's never really dealt with his emotions about his past, although he is a sensitive guy and i know he has a lot of hurt inside him.",Error
i am making stupid errors and mistakes some of them life threatening because of my inability to cope and be able to focus on anything outside of my schedule.,Error
i have been dealing with my anxiety for years i never knew how to control the stupid mental illness.,Error
"where to start? my #1 problem right now is i seem to have a huge,massive, paralyzing fear of the mail & bills.",Error
"none of our fights are ever about one another, yet they can become so mean due to my anger.",Error
i have also have thoughts that i may have a psychosis disorder because i am extremely worried i may turn into a psycho and hurt someone which i know i don't want to do that.,Error
"what does it mean, when you are completely exhausted, but have no desire to go to sleep? i have searched everywhere, and no one seems to have posted something regarding this issue.",Error
my thoughts are always riddled with what is wrong with me? i question self worth and i loath my self because i'm not good enough.,Error
my dad wanted me to pull out but i insisted on going back because i knew i didn't fail for the reasons he thought i did.,Error
"my mother and i constantly fight, and i'm never the one to start it.",Error
i feel so awful about myself because i think it is inevitable that i feel i have done something to cause it.,Error
"i have tried to help her but she has to do it herself, if i try she just gets more angry.",Error
i've been prescribed antidepressants and anti psychotic but never took them cause my mom n older sister doesn't take me to get the message cause they think refuse to understand me.,Error
"however, if i am alone i become certain that i am a failure and will never be able to meet my standards.",Error
"my childhood, family, and friendships were and are normal, but i do not have emotional connections to anyone; if somebody 'close' to me died, i would only be concerned with how it would affect my own convenience.",Error
everyday we fight because i have something bad to say.,Error
"i've had this problem for quite a while now but, i'm too embarrassed to share it with anyone because i don't want anyone to think that i'm some kind of weird person.",Error
a lot of my relatives thought i should join the military but now i'm way too overweight and i honestly don't think i'd be able to handle the stress of being in the military anyway.,Error
should i divorce in hopes of feeling relief and new love? should i stay where i am because things are horrible and breaking up the family would be worse? i am terrified of making the wrong decision.,Error
"it's not like i have thought about marriage or anything like that, i understand that i'm only 21.",Error
she feels that the only way to get away from the hurt is to leave me.,Error
"i am still as lost as ever, desperate for guidance, please :( i have had bulimia/ednos since i was 14 (6 years) and have been through periods of severe self harm in order to cope with it.",Error
i'm very close to my boyfriend like he's my soul mate i get the urge to share everything with him but his behaviour triggers extreme anger in ways that scares myself.,Error
"if i'm in a rut or maybe stuck in traffic or in a situation where i'm not completely sure what to do, i freak out and get very frustrated and angry.",Error
"i'm a 34 year old male and for many years i went through phases where i was very hard on myself, no matter what i achieved, i would still tell myself that its not good enough and pretty much destroy any sort of ""good feelings"" that i assume come with such things.",Error
"he was completely psychotic in this time, he actually thought i was someone else and threatened to kill me.",Error
after we talk everything over he always says sorry he didn't mean it he was just angry and so on.,Error
i'm desperate for any advice!! please help a helpless confused soul before i lose my mind for good.,Error
"i'm so irritable all the time, just my family talking to me makes me angry.",Error
"i'm always unsure how to behave in different social situations, and worry about getting things wrong.",Error
"before my parents even taked to me or anyone told me, they send me to a psychologist and wanted to force me to go to a clinic, which meant a whole change of my live, id have to leave my home for a year, i was so shocked and even considerd killing myself.",Error
i do not feel welcome nor safe much at home.,Error
"but he said i didn't have to get him a present because he'd feel guilty because i'd be ""wasting money"" on a bad person.",Error
while i didn't have the worst childhood i prefer not to think about it.,Error
the worst one i have is lack of control over my anger.,Error
what should i do? my last year is next year and i want to focus on myself and my grades but it is difficult when society is in the way.,Error
i had a chronic feeling of emptiness it seems it will never go.,Error
"as i am getting older, it's only getting worse.",Error
to help me not only when i am feeling numb but if i am the slightest bit unfulfilled or worried in some way.,Error
"i have attempted suicide, because i am sick of life.",Error
"i, however, am done with him, but i feel guilty.",Error
i am an 18 yr old girl and i have recently been having trouble with self harm.,Error
"all i know is that whenever any random emotion has struck me, i'm quick to thinking about killing.",Error
"i get my schoolwork done when i have to, but i waste a lot of time writing poetry because it's the only place i express my thoughts.",Error
i have to put in more work then everyone else and its extremely stressful because i not partying or watching tv i just cant focus and get the information in.,Error
"i have suffered from depression for about 15 years, but right now i am experiencing symptoms i have never had before.",Error
this made me jealous of that person because i thought i was going to lose my fiancé.,Error
my mind never seems to drift away from over-analyzing any small part of my day that may be related to some sort of symptom of a disorder (such as overreacting to any thoughts that don't seem to be mine kind of thing).,Error
"what can i do? i am terribly scared for her! she has never been diagnosed with schizophrenia, but it's the only thing i can think of.",Error
i have full access to everything including phones etc so i know he isn't cheating.,Error
"i have problems with severe anxiety, i tend to feel more comfortable staying in by myself and so that i don't have to interact with others.",Error
i have never been good enough and it caused me to want to take out my anger on others.,Error
do you think it is possible to move on past this and be a family or do i just run for the hills? could it have been his state of mind at the time? i'm so confused whether or not to try to make this work.,Error
"i wanted to be a doctor but how can i with all these problems? my dreams were torn apart when i was 11, i don't know where i belong.",Error
"i know if i break up with him, i wont be able to move on but if i stay with him, i can't live with the fact that he doesn't even bother communicating with me.",Error
"my dad has always demanded so much of me that it ended up draining me and sending down a spiral of depression, ocd, eating disorders and suicidal thoughts.",Error
"when i think of quitting, i cry, because the thought of leaving all the nice people who work there makes me sad.",Error
he won't tell me specifically what i do (if it's me) that bothers him no matter how i ask.,Error
but he ignore me so my mom got his number from my phone and text him behind my back and i over reacted becuz i never got that close to a guy.,Error
do i have anxiety? and what can i do about it? i want to talk to people about it but i feel silly and childish.,Error
i know he enjoys sex with me but he can never seem to to last and if its not that he just doesn't want to be touched so attempting to even initiate something ends up making me feel completely rejected.,Error
i dont know why but i feel like i am going to die.,Error
"and he's either cruel to me to the point of my fighting back, or ignored anything i say completely.",Error
from a 16 year old girl in india: i am having lots of problems being with my father that i think of hurting him and that i will never have my own life.,Error
"my main question is ""how do i stop hating my step children?"" i can't control my anger every time they are even around.",Error
it became a toxic dance & my self-esteem suffered.,Error
"but i've told a few friends to fuck off or that i hate them, which i don't! i'm also sad so often of the time and i feel like nobody wants me around and that i'm worthless.",Error
"i feel as if the more i express myself, the more frightened i am to express myself, and i think it's all because of what i did when i was in middle school.",Error
is that normal to have thoughts and images pop up like that? my worst fear is that ill end up crazy or schizophrenic.,Error
i start to feel that the only way to get the feeling to stop is to hurt someone but i know it's wrong so i try to hold back.,Error
from a teen in switzerland: i want to live my life without all of the negative thoughts and worries.,Error
"but he's also expressed suicidal thoughts in the past in the context of never wanting to go back to prison, and he's become worn out and depressed in dealing with the system (frequent court hearings, probation officers, in-laws, etc.",Error
i feel like it's unacceptable to ignore someone at their worst as i was there for him at his worst.,Error
the thought of going to university at this point terrifies me as i am worrying that all of my problems will get worse and worse to the point that i can't cope anymore.,Error
and sometimes i remember events from my childhood -5 to 7 years old- and feel bad and worthless *as a kid.,Error
