sentence,Response
i found some pics today from a childhood road trip where we stopped at bedrock village and i got to meet fred and barney.,non-distorted
my best friend and i had a conversation that led to a strengthening of our friendship.,non-distorted
i made my favorite turkey chili for lunch .,non-distorted
the basketball team i was rooting for won their game.,non-distorted
my basil seeds finally germinated!,non-distorted
a krispy kreme finally opened around me.,non-distorted
wrote and submitted an article for a magazine.,non-distorted
i got out of work early.,non-distorted
my package from amazon came today.,non-distorted
my puppy eliminated outside (housebreaking).,non-distorted
when i won a raffle for 50 dollar gift card at a work party.,non-distorted
won some money off a scratch ticket.,non-distorted
i got a new room for rent.,non-distorted
i played some video games.,non-distorted
making a delicious supper for my family that the children actually ate. .,non-distorted
i was happy that my mom let me borrow $150 from her.,non-distorted
i heard back from a girl i have been trying to go out on a date with.,non-distorted
my family was very sweet to me on mother's day.,non-distorted
i figured out a coding problem that had been bothering me today.,non-distorted
i got to sleep at a decent hour.,non-distorted
"had a nice date with my girlfriend, gamed and spent some quality time together.",non-distorted
i went to shopping.,non-distorted
it was supposed to be humid at night but instead was nice and cool.,non-distorted
"my boyfriend of 5 years and i cooked dinner together and ate the product of our hard work together on the couch, watching tv. .",non-distorted
i went to a long yoga class taught by a favorite teacher.,non-distorted
i had donated money to a charitable trust.,non-distorted
i painted my hallway a nice color and it no longer has scuff marks.,non-distorted
receiving a good grade on a test. .,non-distorted
"my young sister called me from college, it was great to hear her voice since we haven't talked for a while. .",non-distorted
i watched the golden state warriors beat the spurs and make it to the finals again.,non-distorted
"i had been fighting ebay for a disputed transaction for several weeks, it was a lot of work because the seller had sent an empty box, so a tracking number existed in ebay's system, making the scam hard to fight. but when i found out i won this morning, i was thrilled._x000d_
.",non-distorted
i woke up early and got right out of bed without hitting snooze. .,non-distorted
yes i am very happy past 24 hours why because am i going to my own city for festival of ugadhi. all family members enjoyed.,non-distorted
i ate some delicious chocolate cake.,non-distorted
i was able to watch a new episode of my favorite show.,non-distorted
i am selected to church choir to sing songs.,non-distorted
i finally paid off the 1/3 of a timeshare that has been a pain for years.,non-distorted
my best friend birthday party .,non-distorted
"upon looking at myself in the mirror recently i was pleased with the way my body looked, the result of changes i had made involving my diet and exercise routine.",non-distorted
"i received an email earlier that one of my prolific academic submissions had been approved, with an included bonus, something i hadn't expected.",non-distorted
i am very happy to be awake and see that all is well at my home.,non-distorted
i purchased my schoolbooks for next semester a day ago. .,non-distorted
i went to disney world's magic kingdom.,non-distorted
my husband surprised me with mother's day gifts last weekend.,non-distorted
i had a good day at work.,non-distorted
last 1 month i am doing one task in office and not completed and yesterday i completed and got good response form my teammate.,non-distorted
i went to a rock concert in november. it made me feel great and excited.,non-distorted
i read one nice book. it made me happy.,non-distorted
i got to watch a funny movie with my friends.,non-distorted
seeing my co-workers doing well in their careers by advancing in the company.,non-distorted
i had a good dinner last night.,non-distorted
my kids playing outside together and getting along. .,non-distorted
last day i get call from top mnc company my resume selected that company and invite from second round interview after receiving that call i said to my mother she was very happy that day.,non-distorted
when i got the ticket to visit line cricket match at bangalore on that time i met cheer girls and i enjoyed their dance. i had a fun a lot on that day.,non-distorted
i saw the woman i love.,non-distorted
i didn't have to work until 11 am today and got to leave at 2. .,non-distorted
i bought the perfect gift for my wife for mother's day.,non-distorted
being able to get off of work early.,non-distorted
i read a nice book.,non-distorted
"i found out i don't have to commute to the city to cover for another associate next week like i thought i was going to have to, so i was very relieved.",non-distorted
i enjoyed spending time with my husband last night.,non-distorted
i went to film my family members and family friends so i am very happy.,non-distorted
i logged onto mturk today and started doing hits. a lot of good hits were available today and because of this i will make more money today. .,non-distorted
taking a walk with my dog on a really warm and sunny day .,non-distorted
i completed a project analysis at work at found out in a meeting that i did a complete thorough good job.,non-distorted
purchased a new air cooler for my home to sleep with a cool mind.,non-distorted
i roasted a delicious chicken.,non-distorted
i went on a trip to the beach followed by a long bike road. .,non-distorted
i have been sick and today was the first day i could work out again after two weeks.,non-distorted
my sister marriage  function .,non-distorted
i sat outside and listened to the birds.,non-distorted
seeing a cute dog down the block.,non-distorted
"i got a surprise raise at work, as did everyone in the company.",non-distorted
i found $15 in a pair of shorts that i haven't worn in a year.,non-distorted
got good performance rating from my manager.,non-distorted
a dog we've been pet sitting finally relaxed and started playing and cuddling. .,non-distorted
i won 300 dollars at the casino.,non-distorted
i recently received a promotion at work for a new role that i've been wanting for a long time.,non-distorted
i can finally drive my car to school on friday!,non-distorted
every moment of my life is happy because i leave the life in present but happiest moment when achieve in life some new.,non-distorted
i got a much larger tax refund than what i was expecting.,non-distorted
i purchased a set of headphones that i had been waiting to drop in price for many weeks.,non-distorted
i finally fixed my bike after months of it not working correctly. .,non-distorted
the poem she just wrote and sent to my email like five minutes ago .,non-distorted
i helped give directions to someone who was lost.,non-distorted
i found out i won a state award for work that i performed.,non-distorted
i went to the dentist and repaired a tooth that was bothering me. .,non-distorted
when my daughter spoke politely to her grandmother.,non-distorted
going to a new shop in town and chatting with the owners - they already recognize me by sight.,non-distorted
i got to have last weekend off.,non-distorted
"directing a play, watching it on opening night, and it being a resounding success, with everyone on stage looking like they were having fun!",non-distorted
i made a surprise steak dinner for my girlfriend.,non-distorted
"go on camp with my friends to a mountain, sang songs together and take some drinks, make a fire and sleep all in the same ""bed.",non-distorted
my second son was born on march 9.,non-distorted
my mom had a good mother's day. .,non-distorted
when my boyfriend came home from being gone for a week.,non-distorted
a 1st grade student brought me a bouquet of flowers for being a great teacher.  he gave me a hug and said he loved me. .,non-distorted
i had a good nights sleep.,non-distorted
i was happy when my husband and i made plans to go to upstate ny at the end of the month.,non-distorted
someone at the store gave me fifty cents to cover the difference in money i didn't have from forgetting my wallet at home.,non-distorted
my mom bought me some oatmeal.,non-distorted
"i got an email from a friend i haven't heard from in a while, and i responded to him.",non-distorted
sleeping in until noon today since it's the weekend.,non-distorted
i got a raise at work that has enabled me to live a lot more comfortably.,non-distorted
made a lasagna dinner for my family.,non-distorted
"my son gave me a big hug in the morning when i woke him up._x000d_
.",non-distorted
my son has started laying video games and that made me very happy as i love video games.,non-distorted
i went to temple.,non-distorted
i found an item that had been lost for months.,non-distorted
met some new friends during my stay at the clinic.,non-distorted
"i had a great workout at the gym, i trained my back.",non-distorted
my daughter made me breakfast and served it to me in bed.  .,non-distorted
my husband gift the gold ring.,non-distorted
had a backyard dinner bbq with friends.,non-distorted
"i had a moment of happiness while i was hanging out with my rescue dog, duncan, last night.  i was thinking about how much i enjoy having him in my family because he's so sweet.  .",non-distorted
went to see my friends parents.,non-distorted
"i had the weekend off and finally binge-watched the netflix series sense8, it's amazing.",non-distorted
relaxing and watching a good movie.,non-distorted
i got a compliment from someone that i respect.,non-distorted
"after a long week of rain and clouds, yesterday was a beautiful, warm, and sunny day.  .",non-distorted
i made a 100 on a test :) .,non-distorted
"my cat kept sneaking into the kitchen, where she is not allowed, and that was very funny.",non-distorted
my coworker complimented me on my shoes.,non-distorted
an event that made me happy was when i went on a mini vacation to laughlin.,non-distorted
i met friends for lunch outside during a long workday. .,non-distorted
i was just finished with my second lab practical and didn't do half bad.,non-distorted
i got to see some family and spend time with them.,non-distorted
got paid in work today.,non-distorted
somewhat relaxing on mother's day and visiting my mother.,non-distorted
i bought rice noodles on sale at a great price. rice noodles are my favorite!,non-distorted
reese told me how much he appreciated me going to the walk-a-thon that his company hosted.,non-distorted
"i went out for ice cream, and pick a new ice cream flavor. it was good, even though i had never tried it.",non-distorted
my overall health is improving.,non-distorted
"my niece sent me a mother's day card, which made me laugh and smile.",non-distorted
i bought a new and latest mobile for my wife.,non-distorted
having irish coffee for the first time made me excited and happy.,non-distorted
my husband telling me he likes my new haircut.,non-distorted
watching a video about a game expansion i am looking forward to.,non-distorted
"i had a friend pick me up from the airport after a trip. i took the opportunity to have dinner with her, just the two of us.",non-distorted
listening a certain song when goes on the long drive in the car and feeling very blissful on that how much fun i'm having.,non-distorted
i was able to enjoy my lunch outside today while i got a tan and listened to music.,non-distorted
got a new computer monitor.,non-distorted
i bowled a high series that included 3 separate 200 games.,non-distorted
i took a flight lesson at the nearest airport.,non-distorted
i went hiking with my family yesterday.,non-distorted
i planted a garden.,non-distorted
last month my wife bought me a good dress and she presented to me on my birthday and i was very happy. ever since when ever i wore the dress it reminds me of her affection towards me.,non-distorted
i renewed my library card and got to check out some books that would have cost me a lot of money.,non-distorted
"my son ran up to me and gave me a huge hug, he is two. .",non-distorted
i traveled to colorado for the first time.,non-distorted
"earlier this evening i had a pizza with avocado, tomatoes, and black beans.",non-distorted
having nice weather to grill out makes me happy.,non-distorted
i received some clothing in the mail and they both fit and looked good on me.,non-distorted
receiving my new fitness tracker watch. hoping this will help me keep track of my exercise routine.,non-distorted
i read a new book that i adored.,non-distorted
my turbo kick class was full last night.,non-distorted
"my manager at st. vincents was directed by his boss to do something that he knew undid much of my previous work in a certain project, and he told me about it very kindly; i appreciated the thoughtfulness, and also his willingness to listen to feedback about that.",non-distorted
i got to take a long nap. .,non-distorted
i found a $5 bill on the ground and used it to buy a good lunch.,non-distorted
my personal trainer complemented me on how well my muscles are developing.,non-distorted
my husband came home from work.,non-distorted
i took my last final for this semester.,non-distorted
i reached the target weight i'd set for myself when i started my exercise and diet program.,non-distorted
my wife and i went on a vacation to hong kong and vietnam in march. .,non-distorted
i went to a tasty restaurant.,non-distorted
when i pulled up to work today there was a front parking space available and since we have a very large lot it is amazing when you get a chance to park close to the doors. this leaves less time walking when the day is over!,non-distorted
i celebrated my son birthday.,non-distorted
i ordered a pizza for dinner tonight. with how tight money has been its nice that i could enjoy something for myself.,non-distorted
i played games and talked on skype with a good friend that i do not see often.,non-distorted
my daughter's 2nd birthday.,non-distorted
my son had friends show up at his party!,non-distorted
"i got an unexpected raise at work last week and that made me very happy because it relieved some financial stress off me, to help me pay through some medical bills that have been accumulating.",non-distorted
my brother's back surgery went very well.,non-distorted
an old cartoon from my childhood has been renewed for a final season. i've really been enjoying watching the new episodes for the past couple months.,non-distorted
every moment of my life is happy because i leave the life in present but happiest moment when achieve in life some new.,non-distorted
my boss told me i did a good job on a project i've been working on.,non-distorted
"when i got the ticket to visit live cricket match bat bangalore, on that time, i met cheer girls and i enjoyed their dance. i had a fun a lot on that day.",non-distorted
"i enjoy thunderstorms, and it stormed in my city for the first time this year.",non-distorted
having an especially good local breakfast with lots of fruits.,non-distorted
this morning my wife brought me a big soda.,non-distorted
i started a new weekly routine with a friend.,non-distorted
i left my terrible apartment.,non-distorted
i found out that there is a job opportunity for a full time position with benefits that is opening up in my company.,non-distorted
my dog turned one.,non-distorted
the little girl i watch was laughing uncontrollably as her brother bounced her up and down on the trampoline.,non-distorted
cleaned the house and found random money.,non-distorted
"after searching for an hour to find a new shirt wear at a wedding, i finally found the perfect shirt at express.",non-distorted
i was able to pay a large bill i wasn't sure i'd be able to afford.,non-distorted
i bought an electronic that was hard to find in stores.,non-distorted
i got an a on a test that i needed to obtain an a in the class.,non-distorted
fitting into a smaller pair of pants. .,non-distorted
"the birth of a great nephew, making sister-in-law a first time grandma, and being able to share in their joy! .",non-distorted
i got a message from a close friend that i haven't heard from in a while. .,non-distorted
i found a small dog that was starving and fed it.,non-distorted
i got chores done to get my beach house rental ready.,non-distorted
my mother surprised me at home with my favourite dish.,non-distorted
i had a memory yesterday of an event that i attended with my friends.,non-distorted
i went to the gym for the first time in a long time.,non-distorted
my cat lost weight on its diet food.,non-distorted
"my credit score went up a few this month, making the prospect of a more affordable home loan a realistic one.",non-distorted
my brother got to visit his girlfriend at college.,non-distorted
i finally got around to planting some flowers.,non-distorted
"after many meetings, phones calls, and emails, i finally got my son accepted to an amazing private school for children with autism!",non-distorted
i took a drive into the countryside with my family.,non-distorted
"my son played ""wake me up"" successfully on guitar. he did it in his second attempt.",non-distorted
bought my nephew a new videogame.,non-distorted
i was happy i finally got my yard cut and organized.,non-distorted
i woke up in the morning to my amazing girlfriend making me breakfast.,non-distorted
every moment of my life is happy becz i leave the life in present but happiest moment when achieve in life some new.,non-distorted
i found and purchased a vintage magazine rack.,non-distorted
my favorite baseball team hit a walk off home run in the bottom of the 13th inning last night!,non-distorted
my dog scratches on the door and wakes me up to get under the warm blanket when mom leaves for work.,non-distorted
my family and i went to see the new king arthur movie. .,non-distorted
"i got to see my girlfriend this morning before i left for work, which usually she is gone by time i get up.",non-distorted
traveling to europe with my family.,non-distorted
i went out to dinner with friends.,non-distorted
some flowers i planted the other day started to bloom. .,non-distorted
i found my favorite hard to find ice cream at the grocery store this week.,non-distorted
i bought concert tickets for a band i really like.,non-distorted
my daughter was happy to spend time with me.,non-distorted
i went for a run and broke my personal best for a 5k time.,non-distorted
"i got to sit and watch a whole baseball game with my father, uninterrupted, and had a great time. .",non-distorted
i talked to my sister.,non-distorted
i had a delicious dinner with my parents for my mom's birthday. .,non-distorted
"i got to see my cousin for the first time in a year, and it made me very happy.",non-distorted
i beat a mission on a video game i am playing that i have been trying to get past for a few days.,non-distorted
i was able to complete a decent number of hits within an hour.,non-distorted
"i made a very tasty salad for lunch with almonds, and cranberries on top of it.",non-distorted
i put the down payment on a new vehicle.,non-distorted
i spent the night with my spouse. .,non-distorted
the kids surprised me with fountain for the front garden.  .,non-distorted
i did not have to cook supper my daughter cooked for me. .,non-distorted
i went to dinner with my sister and my mom. .,non-distorted
my favorite baseball team won the game.,non-distorted
when i was married.,non-distorted
i was able to travel to see my family that i have not seen in a long time.,non-distorted
i was happy to finally buy a new car after 15 years of driving the same one.,non-distorted
"once upon a time i was an administrator at a military school in florida and one of my former students, that time am feel so happy.",non-distorted
i successfully landed a big job for a new customer at work. .,non-distorted
had the perfect seafood lunch at our favorite restaurant with my whole family.,non-distorted
i was happy when my cat came to cuddle with me after laying down to sleep. .,non-distorted
i made enough money on mturk to pay my bills this past week.,non-distorted
it made me happy that my boyfriend came to my house to visit me and brought me flowers without a special occasion.,non-distorted
playing with my cats last night brought me great joy and comfort.,non-distorted
i was finally able to purchase a gym membership today after being a guest of a friend for the past 2 months.,non-distorted
"finally learning this month how to bow my violin to reduce the ""beginner"" sound of squeaks and whistles.",non-distorted
i had a spa day.,non-distorted
i purchased parts i needed for my car.,non-distorted
having torchy's tacos for lunch today was great.,non-distorted
go to play basketball with my friends.,non-distorted
i got a library card today.,non-distorted
i had very little pain from a medical procedure that i had yesterday. .,non-distorted
"my daughter has been registered for her first day of school, later this year.",non-distorted
my wife had planned a surprise date night.,non-distorted
watching playoff hockey with a couple friends.,non-distorted
my wife prepared my favorite curry dish for lunch yesterday.,non-distorted
i looked at my phone and realized that it is friday.,non-distorted
my dad got a new lawnmower and i mowed the yard with the powerful machine.,non-distorted
"my dog grabbed a beer from the extras that didn't fit in the fridge. he  is about 20lbs and carried it in his mouth, down the stairs w/o puncturing it.",non-distorted
my daughter said mama.,non-distorted
going out with friends to see a new movie.,non-distorted
i won a big tournament for my hobby and now i can put a lot more time into it.,non-distorted
i bought a new iphone after having an older one for several years.,non-distorted
"my long distance boyfriend promising me that we would be together in a years time, two years max.",non-distorted
my boyfriend brought me frozen custard last night for dessert for no reason at all. .,non-distorted
i received a phone call from a friend i havent talked to in months.,non-distorted
watched tv all day.,non-distorted
i was feeling down on myself and my coworker said a lot of nice things to me to make me feel better.,non-distorted
my students did well on our state exam.,non-distorted
my club's intramural team won the soccer championship a few hours ago at school.,non-distorted
watching a new episode of a favorite television show.,non-distorted
i watched a thunderstorm from a bungalow on the beach.,non-distorted
i got a free sub at a local restaurant when i went in to order. .,non-distorted
i found a $50 bill tucked into the book i bought for .89 at goodwill! .,non-distorted
it made me very happy to celebrate mother's day over the weekend.,non-distorted
i saw a beautiful sunset and took neat pictures of the sky. .,non-distorted
having dinner with my parents.,non-distorted
"my children came home from school and there were no school issues (detention, trouble, etc.) and they showed me their homework right away and after school went smoothly.",non-distorted
i won an online video game tournament.,non-distorted
i got over a cold i'd been fighting the last few days.,non-distorted
at night when i ate pizza with friends in my dancing practice.,non-distorted
the book i had reserved at the library finally came in.,non-distorted
"i received a promotion to a new, higher paid position at work. .",non-distorted
i got to eat out for dinner last night.,non-distorted
"i paid off two bills that had gone to collections, closing my accounts with those businesses.",non-distorted
another happy moment was waking up to the happy sounds of my baby.  the smile of a child sure makes me happy! .,non-distorted
i passed a very difficult economics exam i thought i had done poorly on. i had in fact gotten an a! .,non-distorted
"my dog loves riding to the bus stop in the morning, his happiness and enthusiasm is contagious.",non-distorted
i helped an orphanage house by assisting them food allowance for a month.,non-distorted
i saved a person's life at work.,non-distorted
one my favorite shows just started a new season.,non-distorted
my mom got my son a power wheel for his birthday.  it's batman theme which he loves. .,non-distorted
"we splurged and had kentucky fried chicken for dinner, a rare treat and very delicious.",non-distorted
i have made as on all my exams lately! .,non-distorted
i felt happy when i signed the papers to buy into the practice that i have been working in for almost two years.,non-distorted
i ordered a baby crib and changing table on walmart.com.,non-distorted
i found out that my sick leave hours would transfer from my old job.,non-distorted
"my husband was able to leave work a bit early yesterday, so we were able to have dinner at a more normal hour, and walk our dog together at sunset rather than late at night. it was such a nice change from our usual rushed routine.",non-distorted
"my wife and i thought we were having a miscarriage, but went into the ultrasound and heard a heartbeat and found out there was a healthy baby.",non-distorted
i turned on a fan and cooled off.,non-distorted
i got to see my sister who lives in another state.,non-distorted
i went to shopping.,non-distorted
i was happy to finally figure out the puzzle i was stuck on in the video game i was playing. .,non-distorted
the los angeles lakers won the number two pick in the nba draft yesterday.,non-distorted
i was able to sit and have some quiet time yesterday.,non-distorted
i was accepted in a job i applied for in early february.,non-distorted
i got the news of myself being promoted to a higher rank.,non-distorted
i had time to wash the dishes this morning.,non-distorted
"after years of hard work and a series of disappointments in terms of my business school experience, i was finally accepted into every law school i applied to.",non-distorted
it was raining all day but when i finished my workday it was sunny outside.,non-distorted
"my son, in him studies got first rank.that is one of the happiest movement.",non-distorted
"my dad presented me a new laptop surprisingly on my birthday i was so excited. i can't forget that day in my life, that was my first surprise, given by my dad.",non-distorted
"i donated a bunch of towels, blankets, and cleaning supplies to the local pet shelter and got to play with puppies for an hour as thanks!",non-distorted
petting a nice friendly dog.,non-distorted
listened to some music again that i used to like a lot as a teenager.,non-distorted
my oldest daughter had given me the news that i will be a grandma to a baby boy which was everything i ever wanted.,non-distorted
i went to opening day for the colorado rockies with my grandson. it was a sunny day in colorado and we the rockies won. .,non-distorted
it made me happy that i played my favorite video game today.,non-distorted
watching the final four made me happy.,non-distorted
"when my girlfriend accepted to marry me, i was so nervous but in the end, she said yes!",non-distorted
attending a convention for video game lovers.,non-distorted
finished my last college final and ready to start summer break!,non-distorted
i watched a very cute cat video.,non-distorted
i got to walk my son to school this morning for a school special focus on healthy activities.,non-distorted
i was able to complete writing an original song at band practice!,non-distorted
when i had son.,non-distorted
i made love to my wife .,non-distorted
i finally got the kids' play room cleaned up.,non-distorted
my roommate's kid was being silly and made us laugh out loud.,non-distorted
i ate ice cream today.,non-distorted
i bought 2 movie tickets for this weekend.,non-distorted
my family and i celebrated my mom's birthday.,non-distorted
"my wife said that she has booked more classes through her online teaching program, which means we are going to be getting more money this month!",non-distorted
"i had a rough weekend, especially sunday, so i was actually quite happy and relieved when it was over.",non-distorted
i had my anniversary .,non-distorted
winning a bet about the nba playoffs.,non-distorted
i got accepted for a new job in a field i was really passionate about.,non-distorted
i got to go on my first vacation in two years. .,non-distorted
seeing my little sister so willingly want to exercise and eat healthy when i asked her to do it with me.,non-distorted
watching a funny video a friend sent me.,non-distorted
when i was able to teach my son to hit a baseball the correct way.,non-distorted
"i got to go to a birthday party in a log cabin at a state park about an hour from my house, which was a blast.",non-distorted
i got to buy my first size small in years.,non-distorted
i was offered an internship.,non-distorted
i found a $20 bill on the ground 2 weeks ago. .,non-distorted
i had a really positive interaction with a target employee -- she was so helpful!,non-distorted
i went to a really cool meeting at work.,non-distorted
"it has been raining the past week, but the weather forecast is predicting a pretty nice weekend.",non-distorted
i watched an episode of my favorite show that was intense and left me wanting more.,non-distorted
i had a successful job interview at a company i liked.,non-distorted
my brother's birth day.,non-distorted
me getting my first job out of college was another exciting moment for me because it was a job that i wanted so badly and knowing that hard work pays off. now i'm happy with my life and looking forward to my future.,non-distorted
i got 10% cashback offer in amazon purchase. this makes me happy today.,non-distorted
"i was working in my garden. i planted some tomatoes and peppers, it excites me to have fresh food in a few months.",non-distorted
"2 years of searching for a business, we finally found one that fits us the best. .",non-distorted
what made me happy is i ran into an old friend at the grocery store...we hadn't seen each other since high school!,non-distorted
my husband surprised me by bringing me flowers.,non-distorted
i got new makeup in the mail from sephora! .,non-distorted
i vacuumed the room and it looks good.,non-distorted
saw the interview of sachin tendulkar live in the studio and got a selfie with him.,non-distorted
i hooked up my new washing machine and was able to repair the cold water faucet that feeds into it.,non-distorted
i went to shopping.,non-distorted
a dog gave me a hug.,non-distorted
i ate an entire pint of ice cream last night and had no qualms about stopping or sharing it with anyone.,non-distorted
finishing my writing project that i had been working on for about two months made me very happy.,non-distorted
"the people at starbucks accidentally made two of my drink order, so they gave me one for free which i gave to my friend.",non-distorted
an event that made me happy within the past three months was when i went camping with my friend for a weekend.  we took a bit of time off from work and went out to the local mountains so that we could relax in nature away from our everyday lives.,non-distorted
i had a song in my head that i like.,non-distorted
when i have passed a promotion interview that was so great.,non-distorted
after raid a bunch of friends and i played heroes of the storm for a few hours and won almost all of our games.,non-distorted
i played with my dog at the park.,non-distorted
 i went to temple.,non-distorted
my mom brought me dinner from my favorite take-out restaurant because she knew i was stressed out.,non-distorted
i paid off my college loan.,non-distorted
i saved enough to plan a vacation.,non-distorted
"what made me happy was getting some lunch that felt fulfilling, even if it was a burger and fries.",non-distorted
i had a full day off where i didn't have to worry about anything.,non-distorted
yesterday iu got paid .,non-distorted
"on the way home there was no traffic whatsoever, it wast the faster ride home i've had.",non-distorted
getting all my work done early.,non-distorted
i was happy for a good night sleep.,non-distorted
it made me really happy when my newborn niece has a part of my name in hers.,non-distorted
we won the cricket match in office team match.,non-distorted
"a new game that i've been waiting years for to play came out today, persona 5. .",non-distorted
my dad video chatted me while visiting washington dc.,non-distorted
attending my first professional basketball game with my husband. .,non-distorted
i bought plane tickets to go on vacation with my girlfriend!,non-distorted
i got word that i am the top consideration for a job i applied and interviewed for.,non-distorted
"i made nearly double my goal on mturk, which is great!",non-distorted
i met my friend who i have not seen in 20 years. we lost contact. .,non-distorted
completed a major milestone for a project at work.,non-distorted
i had a great date with a girl earlier in the semester.,non-distorted
i got a new job within the past three months after looking for about 6 months. .,non-distorted
i was able to enjoy a nice dinner standing up and with friends.,non-distorted
had a good sleep.,non-distorted
"i listed some things on ebay, hopefully i make a few bucks and get rid of some clutter.",non-distorted
i got to eat a couple slices of cheese pizza after eating vegan for the entirety of last week.,non-distorted
"adopted two kittens from our local no-kill, no-turn away cat shelter.  they're a handful but bring so much happiness.",non-distorted
i got a very important item that i ordered online.,non-distorted
i saw mayhem and inquisition in concert and rocked out really hard.,non-distorted
my home loan got approved.,non-distorted
my dad called me. .,non-distorted
1. my mom traveled across the country to visit me .,non-distorted
"i feel better about the apartment i'm going to be moving to in a couple of weeks, that made me mildly happy.",non-distorted
my son won his flag football tournament.,non-distorted
i found a cheap shampoo/conditioner combination that works as well as the much more expensive version i used to use.,non-distorted
i went to see get out with my wife.,non-distorted
i watched a new movie last night that i had been looking forward to and really enjoyed it.,non-distorted
i make biriyani last month.,non-distorted
i went to the waterpark blizzard beach with my girlfriend.,non-distorted
i create a website.,non-distorted
an even that made me happy was going out to eat with my friends at a local chinese restaurant. .,non-distorted
"finding and watching episodes of a television series i never got to finish, online. .",non-distorted
in late march i took a trip to florida to visit some family members. .,non-distorted
chilled out after an active day to do nothing at night but work on some surveys but mostly watch tv and do nothing. .,non-distorted
"#2 went out to dinner, no cooking/no cleaning.",non-distorted
my son said dad for the first time !,non-distorted
"i was so happy when my fluffy, warm, but skittish cat decided to curl up next to me on the bed.",non-distorted
i finally got an item i'd been wanting in a video game i play after trying for three days.,non-distorted
watching the movie sing! last night made me very happy.,non-distorted
got to travel in an airplane.,non-distorted
i was happy that my car passed the smog check because it's been getting old.,non-distorted
"when i watched mr. church, it made me happy. .",non-distorted
my father has returned.,non-distorted
i had enough extra money this way to go to my favorite restaurant for dinner.,non-distorted
i won an item on ebay that i'd bid on.,non-distorted
i made a greater than average amount of money online today. .,non-distorted
"against all odds, i managed to arrive at a destination in time. .",non-distorted
after having a nice meal for dinner when i was very hungry because i did not get the chance to have a full lunch today.,non-distorted
i experienced happiness today when my significant other called and told me that he may have found a better job.,non-distorted
i got a good grade on a paper for one of my classes.  i had worked very hard and stayed up all week doing it.  .,non-distorted
i was able to pay my rent on time this month.,non-distorted
i had a great dinner.  the food was delicious!,non-distorted
"i was happy today when i had a headache, and my spouse took care of me and made sure that i was feeling better.  .",non-distorted
i enjoyed driving around and exploring new areas i wouldn't normally go to. .,non-distorted
i ate a nice breakfast consisting of sausage and eggs.,non-distorted
played with my neighbours dog.,non-distorted
playing with my nephew in my yard. .,non-distorted
"in the last three months, i was extremely happy when i thought my dog was really sick however, the vet told me he just had a little stomach bug and would be ok!!!",non-distorted
i watched a training video and was able to understand more of the complex things that i had not grasped before. .,non-distorted
"bought and currently playing the legend of zelda, breath of the wild and enjoying it.",non-distorted
my huge mastiff-poodle mix puppy finally learned how to get up the stairs all by herself without my help or encouragement.,non-distorted
i saw my grandpa.,non-distorted
i memorized a yoga mantra from my yoga guru.,non-distorted
i was able to study with my girlfriend very productively which made both of us happy. .,non-distorted
inauguration of our hospital's new reception and quaternary block held last day. function  was successfully completed..,non-distorted
i went to starbucks with my husband. we had fun spending time together. .,non-distorted
my husband made us a huge plate of fries for dinner.,non-distorted
i saw a nice lady wearing a blue dress.,non-distorted
i took a pilates class at my gym.,non-distorted
i can remember the graduation day i got the degree certificate the smile on my parent's face made the 3 years of hell worth it.,non-distorted
i landed two new editing jobs that will pay very well.,non-distorted
i got my bike fixed.,non-distorted
passing my physical fitness test last month made me very happy.,non-distorted
driving to a new town.,non-distorted
learning that i would be able to finish my bachelor's degree next year.,non-distorted
managed to get the final trophy in a game i was playing. .,non-distorted
just thinking about my sons.,non-distorted
i went my friend's marriage. i thoroughly enjoyed this moment.,non-distorted
i was happy to go to disneyland for my best friend's birthday.,non-distorted
i was able to close a sale at work that i had been working months for. .,non-distorted
"one of my happiest moments, as corny as it sounds, was joining this site and meeting such wonderful people. i can't imagine what life would have been like if i hadn't pressed that 'become a listener' button, and joined this community of such warm hearts!_x000d_
_x000d_
.",non-distorted
i purchased a new car.,non-distorted
last night i was able to hang out with a small group of friends and feel accepted.,non-distorted
"it was a nice, quiet day at work.",non-distorted
"coming home to my children.  my life is crazy and chaotic, but it is all mine.",non-distorted
my work week ended.,non-distorted
what made me happy was eating a grilled cheese and fries at lunch today.,non-distorted
i am very feeling  happy   .,non-distorted
i spent an evening hanging out with my friends and playing arcade games.,non-distorted
i recently got a raise at my job after only a few months of employment.,non-distorted
i got the news of myself being promoted to a higher rank.,non-distorted
"today we went to a nature beach, and my son was walking through this trail, he freaked out when he didn't see me behind him.",non-distorted
my boyfriend wrote a very nice essay that was fun to read.,non-distorted
"i spent the day planning and cooking a nice, romantic dinner for us at home. i dressed up to greet him when he arrived home from work.",non-distorted
i went to a friend's house.,non-distorted
i won a competition against my best friend.,non-distorted
shahs of sunset had a few great episodes in a row that were so interesting.,non-distorted
i hung out with my friend. .,non-distorted
i saw my partner smile at our brain injury support group today.,non-distorted
my best friend got married to the woman of his dreams.,non-distorted
i went to my first concert in over 2 decades.,non-distorted
i was able to hit jackpot at a casino this past weekend for 3500.,non-distorted
i visited my friend's house and caught up with her.,non-distorted
my husband and i finally finished restoring the old deck at our new house.,non-distorted
i brought a new smartphone last week.,non-distorted
seeing my son play with his cousin.,non-distorted
i was able to start my new job and be able to move to a new town.,non-distorted
