sentence,Response
"A relationship is about complementing each other, not about one partner adopting the ways of the other.",non-distorted
All you can do is move on and find a way together with your child to help him through his difficulties.,non-distorted
He probably had his reason for not going to the family dinner and i think they should discuss about it.,non-distorted
I am not able to know what people are thinking and I should just not worry about how people are acting.,non-distorted
Why should YOU be the one to give up? You are facing up to your issues and have bravely been diagnosed.,non-distorted
"Don't think about the lecture, think about the number of people who WANt to hear what you have to say.",non-distorted
"I will take my journey slowly and update my goals as I go, since my desires may change as I get older.",non-distorted
"If analyzed carefully, it's clear that not every time I've had an interaction it has ended in failure.",non-distorted
maybe she is looking at me because she likes me or they admire my style ? i should go and talk to her,non-distorted
"You could go back to schoo, do not short change yourself,if you got this job you can get another job.",non-distorted
"Providing feedback on the work shown doesn't mean it's bad, it means there is room for improvement.",non-distorted
"She thinks she is in control of the problem, but he doesn't, which causes her to grow mentally bad.",distorted
This could be a way for me to meet new people but also to gain more confidence and learn something.,non-distorted
"I should make the best presentation to show what I can do, and if not, I'll try it in another job",non-distorted
"im frustrated, ill try to calm my mind by breathing deeply and not focusing on unwanted thoughts ",non-distorted
It will be a little awkward but if I go in with a positive attitude & act confident no will know.,non-distorted
"You just gotta crush it, you've done this before! And after the presentation you'll feel so good!",non-distorted
Everyone has their way of dealing with things and maybe not everyone has felt the same way I do.,non-distorted
"If he is my friend, he should pay more attention to me. Maybe he doesn't deserve my friendship.",distorted
"Maybe she was just in hurry and hadn't had time to talk, just call her later and ask what's up.",non-distorted
People won't be there just to watch you all the time. They will stick to their own bussinesses.,non-distorted
"We are people, she can like him, but we are in a relationship, we love and respect each other. ",non-distorted
"Don't think about everyone the same, I'm sure there are a lot of good bosses around the world.",non-distorted
I don't need anyone to feel valuable. I have unlimited potential. My future is what I make it.,non-distorted
It simply isn't possible for you to have faked such success whilst being unfit for the role.,non-distorted
You may have coasted along in an average job but now you have the incentive to change career,non-distorted
"Also, the child will eventually become an adult and you will have more time for your plans.",non-distorted
As soon as they get to know you they will react positively to you and show their gratitude.,non-distorted
I maybe be saying thid because I'm afraid to make friends. I think I should give it a try!,distorted
"I need to take a deep breath and carry on,it's just nerves and it can happen to everyboby.",non-distorted
It could be that he has a crazy busy day at work or he forgot or lost his phone somewhere.,non-distorted
"It won't be their parents way, all we can do is instil the basics and hope that is enough.",non-distorted
People tend to say a lot about bad things but stay silent when the good situations happen.,distorted
You have no control on a) how she percieves you and b) how your body reacts to situations.,non-distorted
Even though its overdone he still ate everything so I guess it wasnt that bad at the end.,non-distorted
Everyone has intelligence in different areas and I shouldn't know what others think of me,non-distorted
"I told him the garbage was piling up, I said him I need his help to take it out together",non-distorted
They are all nervous too and will be supportive. I have good ideas that should be heard.,non-distorted
"You probably did help him with his homework, you cannot help more unless he asks for it.",non-distorted
"I have skills required to do this thing properly, they wouldn't have hired me otherwise",non-distorted
"I'd much rather have a quiet night in with my friends, but I don't want to be left out.",non-distorted
I'm pretty sure I haven't done anything to get promoted but I'm still going to complain,non-distorted
"Also just because her husband has not called her yet, doesn't mean he is angry at her.",non-distorted
So I can't finde gril because every gril is perfect for me and I think that i am ugly.,distorted
They may not even consider my date of birth. You cannot put an emphasis on experience.,distorted
"Even so, we've all made mistakes as fathers, and mothers, it's what life's all about.",non-distorted
I know people who are in relationships and dating when they have a receding hairline.,non-distorted
"It's hardly hopeless, you dont know if you will get the job. You dont know for sure. ",non-distorted
"There is nothing wrong with you at all, being a father is a continual learning thing.",non-distorted
You can do anything you set your mind to. God never gives us more then we can handle.,non-distorted
I just need to focus on what's best about my life and try to get the most out of it.,non-distorted
"I should accept my girlfriend as she is, i love her. She just needs some more time.",non-distorted
People nearby will probably try to help or at least call an ambulance to assist me.,non-distorted
She could also have been having a bad day and that's why she said that in that way.,non-distorted
"Without the obligations of a family, you are free to live the life you have now.",non-distorted
Him not calling can have many reasons and is not related to their relationship.,non-distorted
"I was unnecessarily on a diet and running like now, I can't control my cravings",distorted
"She didn't have to invite me, if she did is because she really wanted me there.",non-distorted
"asking to clean up is not the end of the world, but an ordinary daily activity",non-distorted
"Even though I told her I needed to be alone, I shouldn't have raised my voice.",non-distorted
"Was it my fault to lose my job? What did I do wrong, did I do something wrong?",distorted
I will seek out other people around me who can help me take care of my child.,non-distorted
"It's never too late for anything, every mistakes makes me better and stronger",non-distorted
I am sure it will be fine as soon as we get in bed and I start to touch her.,non-distorted
"If I  motivate myself properly, I will be able to do this and get it over it",non-distorted
"If something like this happened, these people are not specifically doing it.",non-distorted
What if I left the glass within the dog's reach and did something to myself?,distorted
"You can't make people like you, others are in charge of their own decisions.",non-distorted
Her friend thinks she is okay with their relationship. She should tell her.,non-distorted
The fact that he has not called doesn't mean in any way that he is angry.,non-distorted
He probably confused the dates and thought it was for example next week.,non-distorted
I don't enjoy a night out with my friends because I am just introvertic.,non-distorted
I think this mind is realistic and I have no alternative to this though.,distorted
"If you just calm yourself down, you will solve the issue you are facing.",non-distorted
One setback in life doesn't conclude that everything else will go badly.,non-distorted
Put in a system of trust and believe and do all you can to reinforce it.,non-distorted
It is never too late to go back to college and qualify in another role.,non-distorted
"She did not control your emotions, your success or other relationships.",non-distorted
Communication is important to avoid misunderstandings and frustations.,non-distorted
"First of all, everybody, absolutely everybody makes mistakes sometime.",non-distorted
He has the right to express an opinion and he did not want to hurt me.,non-distorted
He probably did something that I didn't and that's why he was promoted,distorted
They all have a champagne glass in their hand and I do not even drink.,non-distorted
"Also you can as for another treatment, that one might not work on you",non-distorted
He should have a bit more empathy when he complains about my cooking.,distorted
"I was angry, and shouldnâ€™t have yelled. It is hard to control myself ",non-distorted
"If I want kids, modern technology can allow that to become a reality.",non-distorted
No-one is experienced in motherhood until they have their first baby.,non-distorted
You may feel terrible in this situation and not know what to do next.,non-distorted
He is probably very busy today and needs to conentrate on his tasks.,non-distorted
Maybe I'll go out with them next time when I'm feeling a bit better.,non-distorted
"Take each day at a time, have a workable plan with achievable goals.",non-distorted
The doctor did not indicate that her condition was life-threatening.,non-distorted
You deserve someone better as you clearly seem to have a warm heart.,non-distorted
"But if I don't, it doesn't make me worth any less than anyone else.",non-distorted
I am doing my best so there is no reason for him to be angry at me.,non-distorted
If I dont feel a positive vibe I can go to the next group or leave.,non-distorted
He may be in a situation when he hasn't been able to call her yet.,non-distorted
"I need to get my stuff together, Im doing bad, but I can do better",non-distorted
"Look, not all people react to the same situations in the same way.",non-distorted
There is nothing wrong with not wanting to be in a loud nightclub.,non-distorted
"Not predecing something that is not 100% confirmed, never give up",non-distorted
"you can try to bring together relatives, friends, family, etc ...",non-distorted
I will recognize that one door closing means another is opening.,non-distorted
Noone will know about my personal life if I won't tell about it.,non-distorted
See if she is ok and if there is anything she is worried about .,non-distorted
I don't feel like talking to my friend or doing anything today.,non-distorted
But it might be best to leave if management does not help you.,non-distorted
He might be busy with other stuff that he needs to figure out.,non-distorted
I can also participate and control the situation if I want to.,non-distorted
"Nobody is perfect, You've done many good things to her aswell.",non-distorted
"You can still go back to school, because it is never too late.",non-distorted
I can also try different hairstyles to see what works for me.,non-distorted
I can take some time for me and not feel forced to be social.,non-distorted
It is a long learning process only gained through experience.,non-distorted
The choice of a restaurant has nothing to do with masculinity,non-distorted
However I can also ask my friend to help me with depression.,non-distorted
My friend's headache went away.,non-distorted
I made a granola cereal for breakfast with cut up bananas and a pinch of sugar on top and had time to sit down and eat it with my husband. ,non-distorted
"I finally completed a component I've been working on for the last couple of weeks, and am happy with the results.",non-distorted
Moved back home to washington.,non-distorted
being able to just relax with my family during this saterday which happen to be a fairly lazy day.,non-distorted
I was happy when my cousin got a new job.,non-distorted
I got to watch my oldest child perform her very first dance routine.,non-distorted
I managed to gain starting placement of Silver in Hero League while playing the Heroes of the Storm moba game today. ,non-distorted
Received my salary as well the annual bonus,non-distorted
family members that i have not seen in a long time came to visit. it was nice to catch up with people that i haven't spoken to in so long.,non-distorted
Watching a great show,non-distorted
I was able to study effectively for my exams and achieved good grades as a result,non-distorted
My children's last day of school was yesterday,non-distorted
I started reading another great book.,non-distorted
I ate dumplings for dinner and they were delicious!,non-distorted
One event that made me happy was discovering that my chickens have started laying eggs.,non-distorted
A work meeting that I was unprepared for was delayed a week which will give me time to catch up.,non-distorted
I recently went to a wedding wherein the bride was a classmate of mine back in college.,non-distorted
I went to Chipotle for lunch.,non-distorted
We went cinema hall and watch a comedy film.,non-distorted
MY FATHER CALLED ME AFTER A LONG TIME.. ,non-distorted
I was able to save up and buy a decent car.,non-distorted
_x000D_,distorted
I played golf at my favorite course with my friends.,non-distorted
I met a new girlfriend.,non-distorted
Listening to my car stereo system when I got back from college made me happy with each song that had great bass,non-distorted
"Unfortunately, yesterday i met my school friend in the theater. She was my school friend and both sharing our happy moments in our past life, that makes me to feel very happy.",non-distorted
I had pizza with my son for lunch.,non-distorted
Just this morning I woke knowing that my auction I had up on Ebay sold today! It was a pretty good value and made me happy knowing that it sold.,non-distorted
I talked to my grandpa.,non-distorted
An event that made me happy in the past 3 months is being able to see my friends daughter take her first steps.,non-distorted
"This morning I got to flirt with the man that delivers the bread to our store, and since I have a huge crush on him, that's a good thing.",non-distorted
When i promoted in my office towards senior management for my excellency of work.,non-distorted
My previous manager offers me a job while I was actively looking for one.,non-distorted
knowing that i am going home next week makes me happy ,non-distorted
Starting phase II of my workout routine which I am better suited to show my strengths in,non-distorted
I spent some time chilling and decompressing this weekend with my favorite friends. ,non-distorted
I woke up before 8AM today.,non-distorted
I finally got me an electric bicycle and I love it.,non-distorted
I went for a walk in the park and saw a gardener friend.,non-distorted
I was told I was doing very good at my promotion and that I should be getting another promotion soon,non-distorted
"I was not part of the group that went offsite at work, thus I did not get stuck in the rain all day.",non-distorted
It Is really nice out today.,non-distorted
A couple of months ago I received my first fan letter from someone who loved my novel. ,non-distorted
I slept over my girlfriends house last week and when i woke up there he was standing over me with coffee and breakfast for me. I was surprised and happy that she did that because i wasn't expecting that. ,non-distorted
Gift to my mom,non-distorted
I watched my daughter sing a solo at her choir concert.,non-distorted
I went out on a date.,non-distorted
I did a bunch of chores that I needed to do.,non-distorted
It made me happy to have the whole family at dinner yesterday.,non-distorted
"This week I found a collection of my favorite submarines as models on Ebay, so I decided to order one. ",non-distorted
Seeing buds on my dahlias made me very happy.,non-distorted
Daughter was singing songs,non-distorted
The patriots won the super bowl,non-distorted
Completed a project at work.,non-distorted
I went out to the zoo and saw a few animals. ,non-distorted
I got to sleep in since I didn't have work and enjoy my day by myself. ,non-distorted
I had ice cream on a hot day. ,non-distorted
I got a higher qualification at work not required at my level.,non-distorted
I graduated with my second degree after experiencing a bout of depression.,non-distorted
I was happy Saturday when I won first place for a professional competition.,non-distorted
"Getting a raise at work, it was a nice gesture that I was not expecting.",non-distorted
When my mother came to visit me from out of town.,non-distorted
I finished a huge art project I was working on.,non-distorted
Last week my kids had one of the best shows their band has had. It made me happy because this is their dream and seeing their faces with the looks that they knew they had done it was great. ,non-distorted
I was extremely happy to be able to celebrate my mom's 60th birthday with her in March.,non-distorted
I bought pizza and my family was happy.,non-distorted
I figured out a solution to a problem that I was working on at work and saved myself quite a bit of time.,non-distorted
My twins clapped for the first time.,non-distorted
I got $4 bonus from a Mturk requester.,non-distorted
I stopped at Duncan Donuts and got my favorite coffee and donut for the morning commute.,non-distorted
I had a nice and relaxing lunch conversation with a guy who I'm pretty positive doesn't like me.,distorted
I am happy today that my brother doesn't need anything from the pharmacy nor a ride to the doctors.,non-distorted
I finished an enjoyable book.,non-distorted
Made love to my wife.,non-distorted
Watching my son graduate from kindergarten.,non-distorted
Finding that someone had posted online about something obscure that I've been researching. I was so surprised to find information about it. ,non-distorted
My son got a first place on history project and made me happy and proud.,non-distorted
I am very happy that my youngest son who is an alcoholic had decided to try and stop drinking again for the fourth time in around 18 months.,non-distorted
"I took my last ever final in seminary, and I will never have to do schoolwork again!",non-distorted
"My husband ran an event in my guild last night, and it was really fun and creative!",non-distorted
I purchased a muffin tin. ,non-distorted
I was playing Hearthstone and I won against an opponent playing a better deck using a combination of moves that was quite unusual.,non-distorted
I managed to do saving last month,non-distorted
I got to work from home today.,non-distorted
MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,non-distorted
I was able to spend time with my family. ,non-distorted
I bought a new work laptop,non-distorted
We had a birthday party at my apartment for my wife's birthday. ,non-distorted
I splurged and went to Steak 'n Shake and had a great chocolate shake.,non-distorted
I attended to a concert of my favorite band.,non-distorted
I was able to buy my favorite pie before it went out for the season. ,non-distorted
I had dinner with my best friend. ,non-distorted
My great-grandmother was announced to be cancer free.,non-distorted
My son began eating food on his own. ,non-distorted
"I was able to get back into my car, after I was stuck outside for 30 minutes. It was a big relief.",non-distorted
I met a friend and her kids at the park.,non-distorted
the  day that a student thank me for teaching him nicer than other teachers,non-distorted
"I went to the doctor, and was given a clean bill of health. ",non-distorted
I visited Blue Springs in Florida.,non-distorted
Something was on sale 50% off that I wanted to buy!,non-distorted
I made $275 last week selling books.,non-distorted
When I met my friends new dog.,non-distorted
"Since some students got out of school early for summer break, my last class for the day had no students and I was able to leave early.",non-distorted
I found a cute mermaid doll. ,non-distorted
I got an e-mail from a total stranger complimenting some artwork I've posted online.,non-distorted
The doctors at this hospital said that the baby is perfect and healthy.,non-distorted
I was happy yesterday because I got paid a day in advance and was able to pay my rent on time.,non-distorted
I received some unexpected money just when it was needed most.,non-distorted
"I was given a compliment by a difficult client after finishing their work. They said some nice things briefly, and I felt really happy",non-distorted
The turn signal in the car has been fixed after five months of it not working properly.,non-distorted
I fixed an electric problem.,non-distorted
I bought a fancy camera in anticipation of an upcoming trip to Japan.,non-distorted
It stopped raining long enough for me to get the trash outside.,non-distorted
I was happy to finally get a start date for my new job.,non-distorted
My professor gave me an extension on an assignment,non-distorted
Walking my dog,non-distorted
My daughter had an awesome dance recital and was singled out at the end for an award.  I was so happy for her.,non-distorted
"The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world.",non-distorted
I become the leader of the great squad and I achieved the highest rank,non-distorted
I got a coupon for a free Chick Fil A sandwich!,non-distorted
Hearing my baby's heartbeat at an ultrasound scan.,non-distorted
"We bought tickets to an Atlanta Braves game, which is something that I hadn't done in years.",non-distorted
Went shopping and seen they had my favorite pizza on sale.,non-distorted
My ebay auction item sold right away.,non-distorted
A happy event in the last week was the day I picked up my puppy husky and brought him over to my house.,non-distorted
Walk outside and feel the spring temperatures. ,non-distorted
My cousin took first place in a state-wide truck driving competition a few weeks ago. ,non-distorted
I got home safely from commuting. No traffic or anything.,non-distorted
"I went shopping and bought new tops, shorts, sun dresses and sandals for summer and our vacation this summer.",non-distorted
My dog made a difficult catch of a frisbee.,non-distorted
I got a $100 bonus.,non-distorted
I took my whole family out to eat ice cream on Tuesday night.,non-distorted
I woke up this morning without the use of my alarm.,non-distorted
Having a decent night sleep last night.,non-distorted
Yesterday I received my first annual review for my job.,non-distorted
I decided to play a videogame I haven't played in years.,non-distorted
Last night I was able to put my infant to sleep with no struggles this made me very happy.,non-distorted
I got a nice pedicure.,non-distorted
"Last night I took a new medication for sleep and, even though I didn't get a lot of it, I finally got in very restful sleep.",non-distorted
"I thought that turning the valve on my irrigation in my yard was going to be difficult, but it moved really easily.",non-distorted
"During today's workout, I had already set the weekly record to break for distance on the Elliptical machine.",non-distorted
My usual convenience store cashier told me a funny joke about my shopping habits.,non-distorted
the day that i met my spouse,non-distorted
"During a break from my therapy class, I got to talk to a really friendly guy outside my clinic, and the weather outside was great, just warm enough with a slight breeze and sunshine.",non-distorted
I looked outside at the end of the workday and saw that it was bright and sunny still.,non-distorted
Running 2 miles at the gym.,non-distorted
I got a new car,non-distorted
I had a delicious lunch today with my boss with pasta and chicken meatballs.,non-distorted
Another thing that made me happy was working in my garden after a long winter.,non-distorted
"In the last three months, I went to California and got to go to California to visit my friends when it was cold and miserable in my new town.",non-distorted
My son scored his first goal in soccer.,non-distorted
I found money while doing laundry.,non-distorted
I was happy to watch the newest season of Grace and Frankie on Netflix when it came out last weekend.,non-distorted
I recently got twenty dollars and bought myself a fish. I really love how colorful it is.,non-distorted
I received a promotion at work.,non-distorted
ate strawberry pancakes,non-distorted
I went to a friend's wedding reception and got to see a lot of my friends who live out of town.,non-distorted
I went to Milwaukee to watch the Bucks thrash the Toronto Raptors in Game 3.,non-distorted
"My dog at home enjoys being outside, and I've seen lots of doggie smiles this last week while I've had her outside with me for hours of garden and yard work.",non-distorted
My wife made rice pudding for dessert after dinner. ,non-distorted
I read a book I liked. ,non-distorted
I got a discount on my oil change for being a reliable customer.,non-distorted
Someone told me about a dish that would go great with the tomato soup I'm going to make.,non-distorted
"A little less that a month ago, I got the dream breed of a dog my wife and I always wanted, a German Shepherd puppy. She is the most intelligent a playful thing ever.",non-distorted
The realization that there are only three weeks left until I graduate college.,non-distorted
"i got to watch my favorite show last night, it was great!",non-distorted
I found out that my friend in Texas got a new job and is making great money now.,non-distorted
I received a surprise visit from my nephew and his children from out of state. ,non-distorted
We learned a friend is bringing by a wonderful dog for us to dog sit for a week.,non-distorted
I got my nail painted by an expert yesterday. The new design makes me feel really happy.,non-distorted
My kids drew a picture for me.,non-distorted
I was so happy I got to attend my brother's graduation and see all his hard work finally pay off.,non-distorted
It made me happy to eat popcorn and watch Survivor.,non-distorted
I received a free night stay at a hotel for a casino in my local area.  I plan to use the free night this weekend.,non-distorted
Telling jokes in bed with my partner.,non-distorted
The Seattle Mariners beat the Angels last night!,non-distorted
I watched a new show that was very intriguing.,non-distorted
I cleared a hard stage on this video game I've been playing.,non-distorted
I celebrated mother's day with my family at the country club.,non-distorted
My girlfriend gave me a haircut.,non-distorted
"I hanged out with friends, after not going out for 5 months.",non-distorted
I got word from my local supermarket that I got a coupon for free ice cream for my birthday and I haven't had ice cream for 5 years.,non-distorted
I score a goal for the victory of my team at the recreational football a few days ago._x000D_,non-distorted
I was really happy about it.,non-distorted
my happiest moment is my college day celebration and then i got a price to topper of the class.,non-distorted
Getting a 97 on my algebra final exam was exhilarating. As someone who has never excelled in math this was a realization that if I applied myself I would easily be able to get A's in any class.,non-distorted
I had a donut burger for dinner today.,non-distorted
The weather is cooler than before.,non-distorted
"Whenever I get a chance to play video games with my group of friends, I feel very happy and wanted.",non-distorted
I drove 3 hours to another major city with some friends to check out our favorite baseball team playing a game there. ,non-distorted
"My youngest said, ""I love you daddy"" unprompted.",non-distorted
"The ability to be able to spend some change or loose money at simple pleasures in life like eating out, buying small things, without worrying too much about money.",non-distorted
bought a new Air conditioner,non-distorted
I watched my favorite movie.,non-distorted
My boss called to tell me that he was going to promote me to assistant manager after only being with the company for 2 months.,non-distorted
I decided to save up for a new car and dedicate myself to this goal.,non-distorted
I won a free lunch at the restaurant I always goto!,non-distorted
I was happy when I got to watch TV with my cat after a long day last night.,non-distorted
Had a movie night with the girlfriend.,non-distorted
I went to the theater with my girlfriend and her family last night.,non-distorted
"I can remember the graduation day i got the degree certificate, the smile on my parent's face made the 3 years of hell worth it.",non-distorted
Getting good grades in my classes.,non-distorted
I was approved for a new apartment.,non-distorted
"Something that made me feel pretty good was meeting some new people in a game that I play who are really cool, nice, helpful, and who even fit in with my usual group of friends.",non-distorted
"A new season of a show I like became available on Netflix, and I didn't know it was coming.",non-distorted
I hit a new record goal on mturk earnings this week.,non-distorted
GOT MY SALARY,non-distorted
Hanging out with my son eating chicken soup.,non-distorted
My girlfriend did the dishes and cleaned the kitchen while I was gone.,non-distorted
I made a pitcher of some good koolaid for my entire family to enjoy,non-distorted
I heard my daughter say I missed you after I came back from my first interview in 12 years.,non-distorted
We all went to watch Beauty and the Beast to theater. ,non-distorted
I finished reading a book I ordered through ebay.,non-distorted
I was happy to see that my tomatoes I planted sprouted this morning!,non-distorted
I got so happy when I was informed that I was accepted into the Respiratory Therapy program!,non-distorted
I was happy that I got paid today.,non-distorted
I was happy when my partner gave me a lovely massage,non-distorted
Taking my dogs on a walk and letting the play in the creek.,non-distorted
My daughter who is only 5 years old had been playing around in the park. All of a sudden she stopped playing and ran to me to give me a hug and then again she ran away and started playing.,non-distorted
Seeing my girlfriend enjoy her present I got her.,non-distorted
a new baby born in my family,non-distorted
My friend survived a bad car accident and is in good health.,non-distorted
I played ball with our Golden Retriever Rosie.,non-distorted
My most hated coworker got fired. ,non-distorted
I received a certificate from a computer school. I was very happy because it will help me with my job promotion.,non-distorted
I was hired to write for a big production company.,non-distorted
My husband told me that we are going on a date to a restaurant called mangos. I will be getting ready in a few hrs.,non-distorted
I placed a bet on a horse race and I won!,non-distorted
I went on a date with a guy I have liked for a long time.,non-distorted
My boyfriend got a job!,non-distorted
My family surprised me with buying Chinese food for dinner.,non-distorted
I sold an item on eBay. ,non-distorted
being able to talk to a friend overseas,non-distorted
My favorite MMA fighter (Jose Aldo) was announced to be fighting soon.,non-distorted
I hung out with many good friends.,non-distorted
My dog came home from the vet's office. ,non-distorted
Traveling to Minnesota on a work trip and sleeping in a quiet hotel room by myself made me happy.,non-distorted
My fiancA(c) proposed to me in front of my family in the beginning of March.,non-distorted
"This is an odd one if you don't play games, but recently I reached a goal in my favorite game that was the result of about 5 months of effort.",non-distorted
I made very good grades in my college courses.,non-distorted
my student got full mark  in my subject(science). My student nan got 496/500 and got 100/100 in science in my subject. ,non-distorted
I successfully avoided what I thought would be a large confrontation with a coworker by staying calm and listening. ,non-distorted
I listened to one of my favorite songs That i hadn't heard in about 6 months.,non-distorted
I put together a thoughtful baby shower gift for a friend that I was proud of.,non-distorted
My company ordered pizza for all the employees to have during their break/lunch break.,non-distorted
Yesterday I took off work and spent the evening napping in bed with my dogs until my boyfriend got home from work.  ,non-distorted
I got to know a friend a lot better and grew to appreciate her a lot more.,non-distorted
"when i came to my office. i met my grandpa and grandma, they shared me about my uncle's summer vocation trip and blessed me to get a bright future in my life",non-distorted
I went to my favorite band's concert.,non-distorted
When I have all the time in the world in the shower. It feels so fulfulling and relaxing especially in this heat.,non-distorted
when i came first in a marathon,non-distorted
Riding in the elevator in the arms of the guy I liked and getting a kiss and a long look before going to bed.,non-distorted
I found a new ejuice flavor that I really like.,non-distorted
Getting thesis bins completed just a week ago.,non-distorted
I returned an item to walmart and there was noone in line in front of me. ,non-distorted
After smoking a bowl of weed.,non-distorted
Drinking and partying with my friends,non-distorted
Sleeping in with my pets.,non-distorted
"BEFORE 2 DAYS I  AM SO HAPPY MOMENT, BECAUSE I HAVE BEEN GOING FOR  TEMPLE. IN CHENNAI",non-distorted
I got a job interview today on the phone. ,non-distorted
I completed all my work on time and seen my favourite TV show.,non-distorted
Seeing my baby on ultrasound.,non-distorted
I got to have a great game of Ultimate with my siblings when they came to visit last weekend.,non-distorted
I watched a cute video of a puppy being rescued.,non-distorted
"I tried baking a really complex cake from a book, and it came out perfectly. ",non-distorted
I had sushi for lunch.,non-distorted
My boss complimented my work in front of the whole staff.,non-distorted
"I was walking with my boyfriend along a lake, in the sunshine, and talking about our pleasant memories. ",non-distorted
"A guy walked buy during a May Day parade with a sign that said ""free shrugs"" and gave me a shrug.",non-distorted
"I went out with a lady friend to grab a specialty coffee drink, and the sweet and delicious taste triggered something indulgent within me.",non-distorted
I walked my dog.,non-distorted
I was shopping for my new kitten and picking out new things for him,non-distorted
The mechanic fixed my car quicker than he had predicted last Tuesday.,non-distorted
The Atlanta Hawks defeated the Cleveland Cavaliers in a basketball game. ,non-distorted
I found a couple of really cute dresses for the spring and summer at a thrift store for very reasonable prices.,non-distorted
I went to the park and ran a mile.,non-distorted
when my dog brought back the toy that I threw at him,non-distorted
MY FRIEND PHONED ME TODAY AFTER A LONG PERIOD. WHICH MAKES ME HAPPY.,non-distorted
I won a local fighting game tournament for the first time.,non-distorted
got the promotion as manager ,non-distorted
MY disabled son's speech has improved so much in the last 3 months! ,non-distorted
My mom surprised me with a gift of some new pans and cookware from Amazon.,non-distorted
I bought myself a candy bar.,non-distorted
"I have been in treatment for PTSD and had to isolate myself for some time, so when a neighbor brought me food one day, I was really impressed with her generosity.",non-distorted
I was able to relax and read a few chapters of a book that I have been reading the past couple of days.,non-distorted
"After dinner, I was able to enjoy a quiet moment on the porch with coffee and a cigar.",non-distorted
we played with my friends game after long days.   that me  happy on yesterday.,non-distorted
My boyfriend took me on a romantic date.,non-distorted
my wife cooked well biriyani. i like it very much,non-distorted
"I had an unexpected day off on Friday, and was able to do some chores that would have eaten into my weekend!",non-distorted
I finished cleaning up the spare room.,non-distorted
I found a french press at a thrift store.  It was in good condition and fairly cheap.,non-distorted
"When I sat down to donate blood, I was happy to hear that my iron levels were up and that I could donate again and maybe help someone.",non-distorted
Met a new friend Brian.,non-distorted
I enjoyed happy hour with some coworkers at Dave and Busters after work.,non-distorted
I WENT TO MOVIE,non-distorted
I made my girlfriend squirt multiple times in a night,non-distorted
My friend let me borrow some cash when I needed it.,non-distorted
I had my favorite meal for dinner which tasted awesome.,non-distorted
I got free stuff at work today.,non-distorted
I bought a new car with my own money and this made me happy of saving and accomplishing something.,non-distorted
I bought running Nike shoes that were 50% off the past weekend that were exactly what I was looking for.,non-distorted
"Three months ago, I brought my daughter home from the hospital where she had stayed for a month after she was born._x000D_",non-distorted
The day I got Dez Bryants autograph on a football.,non-distorted
"Four weeks ago I was hired for a new position at Bank of America, which included a large pay increase. ",non-distorted
I found out about a new documentary about cats that I can watch for free!,non-distorted
I got on the scale and saw that I have lost 7 pounds.,non-distorted
I had a particularly good day of teaching where my students were laughing at my jokes,non-distorted
"I bought tickets to a concert with my girlfriend, to go see a band we both really enjoy",non-distorted
I went to see a movie with a friend who was in town whom I hadn't seen in over a year.,non-distorted
I was able to finally clear my house of any unused items and donate to charity,non-distorted
My new laptop came in with no issues and runs very smoothly!,non-distorted
MY HUSBAND BIRTHDAY CELEBRATED IN MY HOUSE,non-distorted
"I received a free book, in the mail, and I am really enjoying it.",non-distorted
Purchased a new car after having to ride the bus for 2 years. Reduced my commute time from 2-3 hours down to 15 minutes. ,non-distorted
I've got some new international friends as well through Internet,non-distorted
I was able to watch my favorite actor's film on the very first day itself. ,non-distorted
The day I married my spouse,non-distorted
The last event that made me happy was eating teriyaki chicken.,non-distorted
"My semester is over, I am oficially on vacation. ",non-distorted
When i reach my goals that moment will be the happiest moment in my life.,distorted
made my wife laugh,non-distorted
"I found out my daughter passed Calculus for the year, which was in doubt.",non-distorted
What made me happy was spending the night at my best friends house and spending time with him just talking.  ,non-distorted
"Honestly,  we had three kids out sick today which made the day so easy.  It was a nice break. ",non-distorted
An event that made me happy was two weeks ago when I had 3 slices of my favorite pizza.,non-distorted
I got a raise at work. After working hard I was finally given the raise I was promised two months ago. ,non-distorted
I received a special assignment at work for being an outstanding worker. ,non-distorted
I had tea and cake with my mother tonight.,non-distorted
I baked a chocolate coconut cake.,non-distorted
Seeing my two cats when I got home from work.,non-distorted
last 1 month i am doing one task in office and not completed and yesterday i completed and got good response form my teammate,non-distorted
I went shopping at a grocery store sale.,non-distorted
I got a new job!,non-distorted
It made me happy when I went to the garden center and found a poblano pepper to plant in my garden for a very reasonable price.,non-distorted
Sleeping in this morning made me happy.,non-distorted
I surprised my wife with tickets to go see Beauty and the Beast.,non-distorted
My son gave me a big hug in the morning when I woke him up._x000D_,non-distorted
I am very happy when i passed and approved my 6 continuous project in my office.,non-distorted
My oldest son graduated cum laude from TX A&M.,non-distorted
A family get together after a long time it was so beautiful moments. ,non-distorted
Cooked marinated ribs on the grill for my family,non-distorted
I was happy when our neighbour's son got 1st rank in school.,non-distorted
My daughter smiled at me when she woke up this morning.,non-distorted
I visit my sister house.,non-distorted
I was able to go on a long walk with my wife on a pretty Spring day.,non-distorted
I found out that one of my staff members  won an award.,non-distorted
"I went to a new hiking trail last Saturday, which is very beautiful and challenging at the same time.",non-distorted
I finally got the sound system I ordered online. ,non-distorted
I played a few games of Magic cards with my co-worker.,non-distorted
