sentence	label	encoded_label
now i'm having thoughts about eating disorders, calories, all my problem areas, etc.	distorted	1
i work from home and it's difficult because i am also watching the kids.	non-distorted	0
my self-confidence lowered in time and now i feel like empty shell and completely worthless as human.	distorted	1
i also noticed a change in my thinking patterns as my brain is never calm, i'm always imagining conversations with friends and family in my head or singing a song and obsessing over schizophrenia to the point i was making myself have paranoid schizophrenic thoughts, which could have possibly been my real thoughts.	distorted	1
we broke up because i couldn't take it anymore.	distorted	1
i think that me acting this way towards my father mainly has to do with the fact that my mother and father have serious marital problems, and me and my mother constantly talk about them and as time went on i started to get irritated by him because i'm on her side.	distorted	1
i am now completely devastated and i just don't know what to do.	distorted	1
technically he's been medicated for 10 years, never off antipsychotics, but his delusions are always a problem.	distorted	1
i felt like a total loser why would i ever do that?? i asked myself.	distorted	1
i also don't like to hang out with a lot of people because i feel so weak when i'm around with a lot of people.	distorted	1
"he treated me as if i had no opinions or will, i remember he used to tell me ""don't ask, you are only here to obey!""."	distorted	1
the only medications i am taking for mental health are zoloft for depression, anxiety, and occasional panic (i was placed on the medication before the psychosis).	distorted	1
she's trying to keep me from going where she did, telling me that mom only said stuff out of anger and she didn't mean it.	distorted	1
i am a 49 year old female in a relationship with a very jealous and controlling man.	distorted	1
he approached me today and stated he thinks he is depressed.	distorted	1
i always had anxiety as a child but was able to mask it as i thought people would think there was something wrong with me.	distorted	1
in many ways, although my childhood was scary and violent, i wish i could be twelve again – maybe that way i wouldn't have to face reality of aging and death.	distorted	1
i, completely shocked, confronted my boyfriend about it and he cried and said he hadn't told anyone about it and didn't know what to do.	distorted	1
before, i had suicidal thoughts and ideations, but only thought seriously about them on occasion, whereas now, it seems to be the only way to end everything.	distorted	1
my lose skin can probably only be corrected with surgery which i will never be able to afford.	distorted	1
i am a young woman suffering from treatment-resistant atypical anxious depression.	distorted	1
i didn't do it because i can't bear hearing the both of them tell me how much they hate each other.	distorted	1
it was a week earlier when i had a fight with my father i wanted to kill him, i even took the knife off the shelf but thought i would be in trouble, because i had learnt never to kill a person we know, because we will get under prime suspect.	distorted	1
i feel like i have to fight my brain to stop overthinking.	distorted	1
i haven't had a particularly rough time in the past, i have had perhaps one ex that maybe cheated on me but i was never sure.	distorted	1
i have a bad problem controling my impulses, and im quite reckless, not in a way of hurting myself but, doing things without thinking about the consequences.	distorted	1
i have worst case of white coat hypertension.	distorted	1
ever since then her family has just disliked me because they feel i'm not good enough for her or will ruin her life.	distorted	1
only problem i have is my mother.	distorted	1
of course i am completely frightened.	distorted	1
i never had a job cause i'm terrified of working.	distorted	1
i wanted a place that i didn't have to fear of having to start over again, ever and yet here i am.	distorted	1
"i use to joke about my husband being ""paranoid"" and always ""assuming"" the worst."	distorted	1
i am worried no one will take me seriously.	distorted	1
and than i get mad because i don't want to eat but he doesn't want to stop talking and i yell at him to stop and sometimes i start hitting myself because i'm mad at myself.	distorted	1
i feel i have been in the hellish grip of a major depression.	distorted	1
i'm so worried that i'm going insane or that i'm becoming psychotic because i am seeing, talking, and feeling a person who is not there.	distorted	1
"i'm always making lists! whenever i try to ""have fun"" i feel so guilty as though i should be studying."	distorted	1
i am depressed 40% of my day if it is a good one, a bad one is increasingly worse.	distorted	1
the problem is i have never learned to establish boundaries.	distorted	1
sometimes in social situations i panic or am just not ready to socialize, i kinda have to gear up for it.	distorted	1
i knew he had a rough childhood and felt worthless at times and i didn't make matters better by constantly nagging that i'm the woman not him and its not fair that i have to pay my own way with no help for years.	distorted	1
he has only been taking them for a few days but he thinks that the depression may have started around 3 months ago, which is when i also noticed a change in him.	distorted	1
also, i'm genuinely overweight so afraid to discuss this with my psychiatrist in case he thinks i'm making it up.	distorted	1
we as a family have just adapted to tip-toeing around her when she's having a mood but has never addressed it properly by she will not talk about it and will stop speaking to you until you drop it.	distorted	1
i look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.	distorted	1
the ex has no concern over my feelings because i have confronted her multiple times about it.	distorted	1
i'm 18 and have never had a romantic experience of any sort and never came close to having such an experience either.	distorted	1
i am so desperate to figure out why i'm always irritable, angry, annoyed, and short tempered.	distorted	1
i try to find ways to fight, even the littlest of things i can make an argument, i don't want to but i can never control myself.	distorted	1
what should i do? if my parents knew how much i am struggling they will put me in inpatient and that means no more college and i will lose my scholarship.	distorted	1
i was bullied by the trainers, and made to feel worthless.	distorted	1
i feel like i cut myself off from other people because of my fear of rejection and my anxiety.	distorted	1
most obsessional thoughts involve the murder of my family and myself by a faceless man who is completely black.	distorted	1
currently i feel like i've become a more depressed and anxious person all over again and now with strong feelings of angry.	distorted	1
but, before, we only knew that she was sick but not the reason.	distorted	1
although, this has not been diagnosed, because my other problem is that it's extremely difficult for me to talk about my issues with anyone.	distorted	1
he always tells me i should leave him i am not happy anymore, when that is not the case.	distorted	1
the same set of dirty dishes have been in the sink for weeks just simply because i cannot find the will to complete them.	distorted	1
when my ex had asked me if i went to the bar and stuff i forgot to mention that because i was so hysterical because he was very mad.	distorted	1
even though he would never admit that he slept with her, and he was completely angry at me for reading his emails, which he left open on my computer at my home.	distorted	1
"i realized i have feelings for him, but i can't get up the nerve to say anything, to anyone, especially not him! i have no self confidence, and i am teased a lot for being a ""boy"" i am a female, but i hate dresses, skirts, and all girls clothing."	distorted	1
but i'm always bombarded with stress anger and negativity.	distorted	1
it's to the point where i feel jealous every time he talks to, or about his son and baby mama.	distorted	1
i don't know what is going on in my head, i feel nothing but anxiousness, i have no different moods or emotions and my mind is busy and empty at the same time.	distorted	1
it hurt me deeply because i thought the apology was sincere and now i feel my feelings are disregarded and i can't go back and talk to him about that.	distorted	1
sometimes when i post to an online forum but don't get replies, i feel like i am a big annoyance and bother.	distorted	1
my mother has never recovered, she has severe mood swings, i think she may be bipolar.	distorted	1
my grandmother recently died and i felt nothing.	distorted	1
i face anxiety and get to where i am afraid of failing and seeing what the outcome will be no matter what.	distorted	1
i'm seeing a therapist soon because my mother thinks i have anxiety and depression (and i agree) but i think i may have something more.	distorted	1
what is happening to me now is that i can't work because i have a weird feeling all the time that i am not comfortable with myself, my mind is always busy with something that i don't know.	distorted	1
he knows exactly what i am thinking without me saying anything and even when we text he knows when i am upset or distracted.	distorted	1
i never knew what i wanted to do with my life, i still don't, and i am not interested in anything.	distorted	1
lately, i have the urge to murder others that have done nothing to me (like my family) and people i randomly see (strangers on the street).	distorted	1
she's also been sick since before we met with adrenal fatigue and a gluten intolerance that only recently we figured out.	non-distorted	0
she seems to always find an excuse to be near me and i don't have a problem with it.	distorted	1
it was shocking cause he's such a religious man i never thought it could happen.	distorted	1
i can't sleep with my door shut at night because i'm terrified someone or something is in my room, in my closet or hiding under my bed.	distorted	1
i have weird thoughts all the time now and i get irritated rather quickly.	distorted	1
the trouble is, i still have days, even weeks where i can't focus, i feel completely out of control and totally ineffectual.	distorted	1
it's gotten to where i hardly sleep in the same room with him because i hate the way i feel.	distorted	1
i have been told i can't leave my house because i will be abandoning my children and the courts will not award any custody to me if i do.	non-distorted	0
as a result, i feel as if i can never fully relax.	distorted	1
it's embarrassing at times to have to keep explaining you are fine and say it's just a bad habit.	distorted	1
we would fight and argue and never resolve.	distorted	1
i don't know what's wrong with me or what i should do.	distorted	1
"anyways i hate my family i hate my ""friends"" i try to keep myself busy by being active constantly but the only thing that takes my mind off of how much i hate life is drugs."	distorted	1
i often panic when i'm sad because my birth mom is not with me.	distorted	1
sometimes his behaviour is completely normal and other times it's frightening.	distorted	1
i feel extremely lonely and depressed because i have no friends, and at the age of 29, never had a girlfriend or even went out on a date.	distorted	1
i almost fainted one day because i thought a man was gonna kill me.	distorted	1
i can't get a diagnosis as my mum won't take me and i can't go alone but because i can't tell people why i am the way i am i feel depressed and anxious.	distorted	1
my friend died earlier 2011 of suicide; only a few months into the year as a matter of fact.	distorted	1
i read the same paragraphs over and over again because i am certain that i must have missed something and if i don't read it two more times i will fail my exam.	distorted	1
i pretend that they're with me, no matter what i do.	distorted	1
i know that death comes and it has to come but i hate thinking about my family dying.	distorted	1
i told my therapist i need a break from therapy because i'm not getting better.	distorted	1
what should i do? i have so much resentment now because i don't see how he could keep betraying me.	distorted	1
i've been having extreme mood swings ranging from wanting to scream at people and curse at anything, to not having a care in the world, to not wanting to do anything all day (not eat or bathe or move) to the next day feeling full of energy and needing to do something.	distorted	1
i don't even have to know the people i kill in my mind, sometimes they are complete strangers but i still feel a specific rage towards them that compels me to think of their gruesome end.	distorted	1
i'm so far behind in my school work and i think about killing myself all the time.	distorted	1
he's never seriously hurt us and he's been medicated for years, but i'm still scared of him.	distorted	1
i'm unhappy and i hate that because i don't have anything to be unhappy about.	distorted	1
i'm afraid this occurrence will always be a stain on my relationship resume with him, and that he will only see his pain of feeling betrayed and cheated on, when that was not my intention.	distorted	1
i've been feeling this way for about 9 months, but the lack of motivation and the feeling of being worthless just get worse and worse.	distorted	1
the last reason he called me horrible, horrible names was because i didn't respond to him quickly enough through text messages.	distorted	1
i always feeling insecure and i'm not confident.	distorted	1
but after we broke up and me getting clean of off the heroin, i started getting back into reality and my past slapped me through my face harder then ever, i went through a rough time when i was 13, things happened and i got pregnant then my mom made me have an abortion.	distorted	1
i have encountered a problem which i cannot share with anyone close to me because i am afraid they will judge me.	distorted	1
she replied in a sad tone (voice message) saying her heart is beating fast, shes anxious, shaking and nervous, there is going to be too much people, she doesn't know anyone (although its only me, my sister and cousin).	distorted	1
from what i have learned, most problems having to do with the inability to orgasm have to do either with a lack of confidence, knowledge of your body and what you like, or even an unconcerned partner, however i do not have any of these.	distorted	1
i can't talk to my partner about things my mum has said as he gets upset that they hurt me and starts hating her and that hurts me because i love my mum so much.	distorted	1
"it would be that if i stumbled on a word, tripped over something or made another teeny little mistake that day would be ruined & i would have to start ""being perfect"" the next day."	distorted	1
i now realize from my past that in situations were i was supposed to feel embarrassed such as when i was bullied or ridiculed, i only felt anger.	distorted	1
i think that she wants to be alone so no one else gets hurt by her behavior and there will be much less to fight for.	distorted	1
i can't sleep lately, and its because i've been stressing out over which mental tip to use, basically what happened is i couldn't sleep due to fear that i wasn't going to be able to sleep, so i looked up mental tips on how to go to sleep.	distorted	1
"i never have truly ""wanted"" anything ever."	distorted	1
i sometimes feel that my dad will go bankrupt because of me.	distorted	1
i don't know if it's because of my father going to jail since i was young that caused it, but i always feel ashamed after crying in front on anyone and i hide all of my emotions except those positive ones.	distorted	1
i had panick attacks and couldn't study at all in my last year in high school.	distorted	1
i want to be able to talk to him, acknowledge how a part of me knows the rage is wrong and help him understand the mechanics of bpd but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.	distorted	1
i have never been diagnosed with anything but i've dealt with depression for a long period of time including self injury and thought/attempts of suicide.	distorted	1
i just feel ugly and worthless.	distorted	1
now his other wife has cancer, he is no longer the same and the only time i see him, he ignores me and i have learned to ignore him as well.	distorted	1
i keep wanting to kill random people, doesn't have to be out of anger, but even self defense.	distorted	1
he's always criticizing and belittling me.	distorted	1
i know i'm insane, nothing will change the psychopathy in my deranged soul.	distorted	1
he does have a bad temper and sometimes throws things during fights and other things of that nature, but i just always thought he had a temper and that was just that.	distorted	1
because of this, trying to sleep is a problem as i can't stop thinking of the fear, i can't close my eyes for more than 5 seconds and if i want to sleep i have to have a video on and sometimes my lamp on though sometimes it is impossible to shut my mind off.	distorted	1
it's only recently that things have changed, i live in quite a poor family, yet i have the basics of a teenager, a laptop and phone etc.	distorted	1
i had to quit my job because i can't be around people anymore, i feel weird and awkward and never have one thing to say.	distorted	1
i think about my past, and the actions i have done, and i nearly go into a panic attack about how much people must hate me.	distorted	1
he doesn't take anything i say seriously, he verbally attacks me all the time, imp pathetic, a train wreck, a waste of his two years… so he says when he is mad.	distorted	1
i'm incredibly angry all the time, sometimes i don't even know why.	distorted	1
i don't have much memories of my childhood and if try to remember i begin to have a terrible migraine so i avoid them.	distorted	1
i have to kill someone or i get hot flashes, twitchy, nervous, and anxious.	distorted	1
how did i let things get to such a bad outcome? i don't know.	distorted	1
i have realized how i'm trying to distance myself from him because i am just so angry at this situation he has put me in,i feel he deceived me.	distorted	1
i try to be there for her but i feel horrible letting the abuse happen.	distorted	1
she is the only person i have to communicate with besides my boyfriend and dont want to loss her, but he gets so angry when she is brought up.	distorted	1
completely alone with no one around me.	distorted	1
i have an addictive personality it sends me into panic mode thinking of not smoking ever again in my life .	distorted	1
whatever fear i still had was replaced by the terrible embarrassment of having my daughters see me in such a helpless heap.	distorted	1
this is really frustrating me, i can't get the help i need and i'm just getting pushed into a life which i'm not ready for yet, i feel completely useless and pathetic.	distorted	1
but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.	distorted	1
i get very violent thoughts during these episodes but i never act on them at all.	distorted	1
she has cut off relationships at the drop of a hat, never to speak to people again.	distorted	1
i have never been prone to depression, but i just felt so much shame and self-loathing that i haven't been able to bounce back.	distorted	1
i'm tired all the time.	distorted	1
without any means of getting any info about him and analysing the situ i thought he couldn't have been mia for 36 straight hours hadn't it been something crucial and i was panicking and sent a fb message to his sis only to learn he had been sleeping since he landed.	distorted	1
yet i know myself that i will never give in, i am afraid of pain.	distorted	1
"she has made comments in the past that she would ""stab me"" and she would ""get off"" if she were to kill me (because i cheated)."	distorted	1
i've tried every depression medication was on medication to help me sleep (which is another issue) and for my anxiety and nothing has seemed to work for me.	distorted	1
i am 38 years old and i have never had a boyfriend and i am so ashamed of my body that i have turned to food to destroy my body so that no one would be interested in me.	distorted	1
i feel pathetic because i'm also jealous of my 19-year-old cousin and 14-year-old brother.	distorted	1
my fiancé and me are now facing problems because of my changed feelings.	distorted	1
i have a terrible dread of my mom's death.	distorted	1
i don't relate to people with ocd because my obsessions/compulsions are so different to the majority of ocd sufferers.	distorted	1
i consider myself to be a worthless, evil man, and i often feel down in the dumps (aside from the occasional elevated states, which i'd say are much like manic episodes, only shorter and lighter).	distorted	1
i have learned to simply just accept this, as life for me will never get better, and all attempts to possibly change that belief are futile.	distorted	1
my husband has always told me that he wants the same and he feels the same towards me, but i can't stop questioning him about it.	distorted	1
after the surgery (he is now cancer-free!) he has been making suicidal statements (which he has never done before to the best of my knowledge) and his past uncontrollable anger has resurfaced 10-fold.	distorted	1
i'm in tears all the time, get little sleep, have anxiety that is worsening and am recovering from three surgery's in the last 6 months.	distorted	1
last night when we were at his mum's house he told her everything about him feeling angry at the slightest thing and he started crying cause i'm the only one he's ever told about these feelings.	distorted	1
in summer of 2013 my father was diagnosed with terminal liver cancer and within only a month, he withered away into nothing and was gone.	distorted	1
what else should i try? i am a 21-year-old college student and have been depressed for most (if not all of) my life.	distorted	1
i am taking prescription meds for the headache, depression, and anxiety, but it doesn't always work.	distorted	1
my problem is, my father never acknowledged his behaviour, and for some reason i feel a need for him to apologize.	distorted	1
it seems like i can never win with my family no matter what i do.	distorted	1
i tried to avoid contact with people because i was afraid that when they realized my age they would give me a look and i would feel extremely embarrassed.	distorted	1
i now feel ugly and worthless.	distorted	1
i'm not trying to get a diagnosis but just some advices on how to talk to my parents (that know absolutely nothing about it, they just think i'm someone very nervous) even if i know that it would tear them apart to know that i self-harmed and how bad i feel.	distorted	1
i've been raped, abused, etc… my mother was an alcoholic my entire childhood and she was never there.	distorted	1
he started to blame me for things i didn't do and got mad if i didn't confess to his assumptions.	distorted	1
i just want to sit on my bed and cry over nothing sometimes.	distorted	1
if i see the slightest thing off about my interaction with them, i panic and assume the worst.	distorted	1
i thought he had an issue even before he told me that his ex-girlfriend thought he had an anger issue and should see a therapist (which he did).	distorted	1
my thinking is completely distorted during these episodes, and as soon as i come out of it (usually within a few hours), i'm embarrassed by my actions and think clearly again.	distorted	1
replaying the memories in my head doesn't upset me, i feel nothing at all.	distorted	1
i don't know why, but people ignore me all the time.	distorted	1
today i thought to myself i hate everything, but jokes on them i hate myself more.	distorted	1
i have a problem with my wife (age 30) and i have reached a point where i do not know how i should deal with her.	distorted	1
i constantly have 2 different thoughts and i argue with myself all the time in my head.	distorted	1
whatever, anything so that i don't have to suffer anymore.	distorted	1
my wife feels very stressed whenever i try to talk to her about it (her distress has been kept latent too long, because my mother – a midwife thought it was ocd).	distorted	1
i don't know what to do because i love him, but i just keep having such bad thoughts about him.	distorted	1
she thinks i should see a therapist, but it really scares me and makes me uncomfortable to be honest.	distorted	1
i feel completely lost in life, i don't know what i want.	distorted	1
also because i love him, but now i'm so lost and confused i'm tired of being hurt! why should i be punished with heart break because hes still not ready to commit.	distorted	1
i have been married before at 19 for only 3 months and i thought i was over it and didnt care.	distorted	1
at present i feel as if i could disappear and no one would notice.	distorted	1
i started to realize this only recently but since the beginning i found myself feeling more and more stressed and afraid to do something wrong and i start to feel less and less confident about myself.	distorted	1
i feel like i'm just being weak or pathetic because i cannot think of any reason for me to have depression, but whatever it is is really wearing me down, and making me very unproductive and unsocial.	distorted	1
he's never really dealt with his emotions about his past, although he is a sensitive guy and i know he has a lot of hurt inside him.	distorted	1
i am making stupid errors and mistakes some of them life threatening because of my inability to cope and be able to focus on anything outside of my schedule.	distorted	1
i have been dealing with my anxiety for years i never knew how to control the stupid mental illness.	distorted	1
where to start? my #1 problem right now is i seem to have a huge,massive, paralyzing fear of the mail & bills.	distorted	1
none of our fights are ever about one another, yet they can become so mean due to my anger.	distorted	1
i have also have thoughts that i may have a psychosis disorder because i am extremely worried i may turn into a psycho and hurt someone which i know i don't want to do that.	distorted	1
what does it mean, when you are completely exhausted, but have no desire to go to sleep? i have searched everywhere, and no one seems to have posted something regarding this issue.	distorted	1
my thoughts are always riddled with what is wrong with me? i question self worth and i loath my self because i'm not good enough.	distorted	1
my dad wanted me to pull out but i insisted on going back because i knew i didn't fail for the reasons he thought i did.	distorted	1
my mother and i constantly fight, and i'm never the one to start it.	distorted	1
i feel so awful about myself because i think it is inevitable that i feel i have done something to cause it.	distorted	1
i have tried to help her but she has to do it herself, if i try she just gets more angry.	distorted	1
i've been prescribed antidepressants and anti psychotic but never took them cause my mom n older sister doesn't take me to get the message cause they think refuse to understand me.	distorted	1
however, if i am alone i become certain that i am a failure and will never be able to meet my standards.	distorted	1
my childhood, family, and friendships were and are normal, but i do not have emotional connections to anyone; if somebody 'close' to me died, i would only be concerned with how it would affect my own convenience.	distorted	1
everyday we fight because i have something bad to say.	distorted	1
i've had this problem for quite a while now but, i'm too embarrassed to share it with anyone because i don't want anyone to think that i'm some kind of weird person.	distorted	1
a lot of my relatives thought i should join the military but now i'm way too overweight and i honestly don't think i'd be able to handle the stress of being in the military anyway.	distorted	1
should i divorce in hopes of feeling relief and new love? should i stay where i am because things are horrible and breaking up the family would be worse? i am terrified of making the wrong decision.	distorted	1
it's not like i have thought about marriage or anything like that, i understand that i'm only 21.	distorted	1
she feels that the only way to get away from the hurt is to leave me.	distorted	1
i am still as lost as ever, desperate for guidance, please :( i have had bulimia/ednos since i was 14 (6 years) and have been through periods of severe self harm in order to cope with it.	distorted	1
i'm very close to my boyfriend like he's my soul mate i get the urge to share everything with him but his behaviour triggers extreme anger in ways that scares myself.	distorted	1
if i'm in a rut or maybe stuck in traffic or in a situation where i'm not completely sure what to do, i freak out and get very frustrated and angry.	distorted	1
"i'm a 34 year old male and for many years i went through phases where i was very hard on myself, no matter what i achieved, i would still tell myself that its not good enough and pretty much destroy any sort of ""good feelings"" that i assume come with such things."	distorted	1
he was completely psychotic in this time, he actually thought i was someone else and threatened to kill me.	distorted	1
after we talk everything over he always says sorry he didn't mean it he was just angry and so on.	distorted	1
i'm desperate for any advice!! please help a helpless confused soul before i lose my mind for good.	distorted	1
i'm so irritable all the time, just my family talking to me makes me angry.	distorted	1
i'm always unsure how to behave in different social situations, and worry about getting things wrong.	distorted	1
before my parents even taked to me or anyone told me, they send me to a psychologist and wanted to force me to go to a clinic, which meant a whole change of my live, id have to leave my home for a year, i was so shocked and even considerd killing myself.	distorted	1
i do not feel welcome nor safe much at home.	distorted	1
"but he said i didn't have to get him a present because he'd feel guilty because i'd be ""wasting money"" on a bad person."	distorted	1
while i didn't have the worst childhood i prefer not to think about it.	distorted	1
the worst one i have is lack of control over my anger.	distorted	1
what should i do? my last year is next year and i want to focus on myself and my grades but it is difficult when society is in the way.	distorted	1
i had a chronic feeling of emptiness it seems it will never go.	distorted	1
as i am getting older, it's only getting worse.	distorted	1
to help me not only when i am feeling numb but if i am the slightest bit unfulfilled or worried in some way.	distorted	1
i have attempted suicide, because i am sick of life.	distorted	1
i, however, am done with him, but i feel guilty.	distorted	1
i am an 18 yr old girl and i have recently been having trouble with self harm.	distorted	1
all i know is that whenever any random emotion has struck me, i'm quick to thinking about killing.	distorted	1
i get my schoolwork done when i have to, but i waste a lot of time writing poetry because it's the only place i express my thoughts.	distorted	1
i have to put in more work then everyone else and its extremely stressful because i not partying or watching tv i just cant focus and get the information in.	distorted	1
i have suffered from depression for about 15 years, but right now i am experiencing symptoms i have never had before.	distorted	1
this made me jealous of that person because i thought i was going to lose my fiancé.	distorted	1
my mind never seems to drift away from over-analyzing any small part of my day that may be related to some sort of symptom of a disorder (such as overreacting to any thoughts that don't seem to be mine kind of thing).	distorted	1
what can i do? i am terribly scared for her! she has never been diagnosed with schizophrenia, but it's the only thing i can think of.	distorted	1
i have full access to everything including phones etc so i know he isn't cheating.	distorted	1
i have problems with severe anxiety, i tend to feel more comfortable staying in by myself and so that i don't have to interact with others.	distorted	1
i have never been good enough and it caused me to want to take out my anger on others.	distorted	1
do you think it is possible to move on past this and be a family or do i just run for the hills? could it have been his state of mind at the time? i'm so confused whether or not to try to make this work.	distorted	1
i wanted to be a doctor but how can i with all these problems? my dreams were torn apart when i was 11, i don't know where i belong.	distorted	1
i know if i break up with him, i wont be able to move on but if i stay with him, i can't live with the fact that he doesn't even bother communicating with me.	distorted	1
my dad has always demanded so much of me that it ended up draining me and sending down a spiral of depression, ocd, eating disorders and suicidal thoughts.	distorted	1
when i think of quitting, i cry, because the thought of leaving all the nice people who work there makes me sad.	distorted	1
he won't tell me specifically what i do (if it's me) that bothers him no matter how i ask.	distorted	1
but he ignore me so my mom got his number from my phone and text him behind my back and i over reacted becuz i never got that close to a guy.	distorted	1
do i have anxiety? and what can i do about it? i want to talk to people about it but i feel silly and childish.	distorted	1
i know he enjoys sex with me but he can never seem to to last and if its not that he just doesn't want to be touched so attempting to even initiate something ends up making me feel completely rejected.	distorted	1
i dont know why but i feel like i am going to die.	distorted	1
and he's either cruel to me to the point of my fighting back, or ignored anything i say completely.	distorted	1
from a 16 year old girl in india: i am having lots of problems being with my father that i think of hurting him and that i will never have my own life.	distorted	1
"my main question is ""how do i stop hating my step children?"" i can't control my anger every time they are even around."	distorted	1
it became a toxic dance & my self-esteem suffered.	distorted	1
but i've told a few friends to fuck off or that i hate them, which i don't! i'm also sad so often of the time and i feel like nobody wants me around and that i'm worthless.	distorted	1
i feel as if the more i express myself, the more frightened i am to express myself, and i think it's all because of what i did when i was in middle school.	distorted	1
is that normal to have thoughts and images pop up like that? my worst fear is that ill end up crazy or schizophrenic.	distorted	1
i start to feel that the only way to get the feeling to stop is to hurt someone but i know it's wrong so i try to hold back.	distorted	1
from a teen in switzerland: i want to live my life without all of the negative thoughts and worries.	distorted	1
but he's also expressed suicidal thoughts in the past in the context of never wanting to go back to prison, and he's become worn out and depressed in dealing with the system (frequent court hearings, probation officers, in-laws, etc.	distorted	1
i feel like it's unacceptable to ignore someone at their worst as i was there for him at his worst.	distorted	1
the thought of going to university at this point terrifies me as i am worrying that all of my problems will get worse and worse to the point that i can't cope anymore.	distorted	1
and sometimes i remember events from my childhood -5 to 7 years old- and feel bad and worthless *as a kid.	distorted	1
it's gotten to the point where i won't even help my mom cook because it always terrifies me when my mom cuts meat.	distorted	1
no, i am not going to suicide and never tried that but i kinda feel like it is going to be a traffic accident or someone will kill me.	distorted	1
i feel awful, inferior, useless and worthless.	distorted	1
let me start by saying that i am an 18 years old hetero male and i am suffering from these thoughts for 2 years.	distorted	1
i am going mad because since 13 i have only gotten maybe 10 hours of sleep a week.	distorted	1
i have never felt like this before and don't understand why i feel this way now, but a few things that he has said and done over the years has really stuck in my head and now that my daughter is becoming a woman i am worried.	distorted	1
i blow up at my children when they ask me to do something, i'm easily annoyed, its hard for me to have a gathering at my house because the anxiety gets too out of control if i have to make coffee, have snacks or even a conversation without getting up and walking around aimlessly to do something, i dont know what.	distorted	1
he's perhaps the only person that knows everything about me–i told him about my depression, he obviously knows about the prostitution–but he uses it against me when we have arguments.	distorted	1
i hated him more, because my mother died of giving birth and here he is having a new wife.	distorted	1
from india: i have a bad relationship with my mother.	distorted	1
the psychologist told me i was having problems because i was so unstablyouith living circumstances.	distorted	1
i have to drown it out with music or podcasts to drown out my thoughts.	distorted	1
also for the past 4 months i have started to have the worst anxiety ive ever experienced with having 3 panic attacks.	distorted	1
i used to be a volcano trying to erupt under ice, but now i'm a car that won't stop running, and the only thing that keeps me going is adrenaline.	distorted	1
it's humiliating and is uncomfortable for everyone involved.	distorted	1
i yell at my son that is 2years old and i hate myself for that cause he doesnt know better.	distorted	1
and now i'm here, failing the 9th grade, completely friendless, i'm on medications and i'm going to therapy but i still can't get my life together.	distorted	1
the problem is he never wants to go anywhere with my children and me.	distorted	1
i don't recognize the voice, i think it's inner but it's affecting me sometimes in a bad way.	distorted	1
i'm tired of crying about pointless things and never knowing what to do.	distorted	1
my siblings and i have always thought he was semi-unstable, but recently he's gotten much worse.	distorted	1
i kept my feelings to myself because i didn't want my family to worry.	distorted	1
this may not sound like much but i feel so depressed and i try, i really do, i just don't know why i don't get things in return.	distorted	1
by hurting i mean only pinching, or slapping or scratching (basically anything that can make them suffer and cry a bit) but i don't feel any greater harm.	distorted	1
my mother went through a terrible depression in her early 40's.	distorted	1
it was my way of curbing my depressive episodes and the suicidal thoughts that never cease haunting me.	distorted	1
i have noticed that my emotions are starting to ignore everything.	distorted	1
i didn't know what to do because i feared i would lose my job and make things even worse.	distorted	1
i have also insulin resistance and tachycardia (they are aware), so i don't want to trouble them with something as big as depression and anxiety that may just be all up in my head and possibly not be true.	distorted	1
i feel like if im living in this house with someone who sees me a certain way and accuses me of being someone im not, the only way out is to kill myself.	distorted	1
i have always been suicidal so i can't relate to him.	distorted	1
when i asked them about it, they said that they had: – a weird want to hurt people that they do not know.	distorted	1
i have been diagnosed with major depression with psychosis truth is however i'm faking it because i am afraid to tell the truth which is i have no feelings toward people.	distorted	1
i was devastated because i never ever thought something like this could happen.	distorted	1
i grew up with my parents thinking i was lazy and had no motivation of doing anything but that wasn't the case they just didn't know that i was just hiding the way i was feeling from them because i knew they wouldn't understand.	distorted	1
well according to what my aunt said they knew eachother for only 2 months or so b4 they got married! the story started when i heard my mom sweet talking on the phone, i first panicked & when i asked her who it was she said juss a friend but i knew she was lying .	distorted	1
starting from last year he's been undergoing ever more increasing depression.	distorted	1
i haven't told no one because i know they will say i am stupid for doing it.	distorted	1
i had a very traumatic childhood being given up by my mum who couldn't look after me for her own mental problems which i still hate her for deep down, in and out of care all my life.	distorted	1
this makes me sad because i don't want to be the cause of someone's unhappiness and i know i need help.	distorted	1
the problem i am having (which was also around before we got married) is that my wife continuously gets mad at me for reasons (in her perspective) that have to do with my not being caring enough, not understanding her, not being willing to listen to her.	distorted	1
"he repeatedly punched and broke my dashboard in my vehicle while screaming ""shutup you stupid b*tch!!"" when i told him once that he should go easier on his father when they had a disagreement."	distorted	1
who am i? why the hell do i feel so disconnected from everything… including myself? i can't sleep at night because i can't shake these questions out of my mind… and when i do sleep, the same questions haunt me in my nightmares… i'm lost….	distorted	1
i see a therapist and i don't really think that is helping much, partly because i find it so difficult to talk to anyone about this stuff let alone people i don't know very well and because i find it hard to expresses the such strong feelings of sadness, self hatred and guilt that i feel.	distorted	1
